input,output,instruction
"gold drops, adds to weekly loss as dollar index gains",Yes,"Is the news headline related to comparing gold with any other asset?
Options: Yes, No"
"Gold, silver end flat",Yes,"In the context of the news headline, is price discussed?
Options: Yes, No"
"Gold, silver end flat",No,"Does the news headline talk about price going up? 
Options: No, Yes"
"Gold, silver end flat",Yes,"Analyze the news headline for any mention of price staying constant.
Options: Yes, No"
"Gold, silver end flat",No,"Does the news headline talk about price going down? 
Options: Yes, No"
"Gold, silver end flat",Yes,"Please determine if the news headline addresses price in the past.
Options: Yes, No"
"Gold, silver end flat",No,"Interpret the news headline to see if it mentions price in the future.
Options: Yes, No"
"Gold, silver end flat",No,"In the context of the news headline, is a general event (apart from prices) in the past discussed?
Options: Yes, No"
"Gold, silver end flat",No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the future.
Options: Yes, No"
"Gold, silver end flat",Yes,"In the context of the news headline, is comparing gold with any other asset discussed?
Options: No, Yes"
sell gold on every rally: anand rathi commodities,No,"Does the news headline talk about price? 
Options: Yes, No"
sell gold on every rally: anand rathi commodities,No,"Please determine if the news headline addresses price going up.
Options: Yes, No"
sell gold on every rally: anand rathi commodities,No,"Let me know if the news headline talks about price staying constant.
Options: Yes, No"
sell gold on every rally: anand rathi commodities,No,"Let me know if the news headline talks about price going down.
Options: Yes, No"
sell gold on every rally: anand rathi commodities,No,"Does the news headline talk about price in the past? 
Options: Yes, No"
sell gold on every rally: anand rathi commodities,No,"In the context of the news headline, is price in the future discussed?
Options: Yes, No"
sell gold on every rally: anand rathi commodities,Yes,"Is the news headline related to a general event (apart from prices) in the past?
Options: Yes, No"
sell gold on every rally: anand rathi commodities,No,"Analyze the news headline for any mention of a general event (apart from prices) in the future.
Options: No, Yes"
sell gold on every rally: anand rathi commodities,No,"Interpret the news headline to see if it mentions comparing gold with any other asset.
Options: No, Yes"
Gold futures hold gains in last hour of trading before settlement,No,"Interpret the news headline to see if it mentions price.
Options: No, Yes"
Gold futures hold gains in last hour of trading before settlement,Yes,"Review the news headline and determine if it relates to price going up.
Options: Yes, No"
Gold futures hold gains in last hour of trading before settlement,No,"Interpret the news headline to see if it mentions price staying constant.
Options: Yes, No"
Gold futures hold gains in last hour of trading before settlement,No,"Review the news headline and determine if it relates to price going down.
Options: No, Yes"
Gold futures hold gains in last hour of trading before settlement,Yes,"Review the news headline and determine if it relates to price in the past.
Options: Yes, No"
Gold futures hold gains in last hour of trading before settlement,No,"Review the news headline and determine if it relates to price in the future.
Options: Yes, No"
Gold futures hold gains in last hour of trading before settlement,No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the past.
Options: No, Yes"
Gold futures hold gains in last hour of trading before settlement,No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the future.
Options: Yes, No"
Gold futures hold gains in last hour of trading before settlement,No,"Does the news headline talk about comparing gold with any other asset? 
Options: No, Yes"
philadelphia gold & silver index rises 1.6%,No,"Let me know if the news headline talks about price.
Options: Yes, No"
philadelphia gold & silver index rises 1.6%,Yes,"Review the news headline and determine if it relates to price going up.
Options: No, Yes"
philadelphia gold & silver index rises 1.6%,No,"Assess if the news headline touches on price staying constant.
Options: Yes, No"
philadelphia gold & silver index rises 1.6%,No,"Analyze the news headline for any mention of price going down.
Options: No, Yes"
philadelphia gold & silver index rises 1.6%,Yes,"Please determine if the news headline addresses price in the past.
Options: Yes, No"
philadelphia gold & silver index rises 1.6%,No,"Assess if the news headline touches on price in the future.
Options: Yes, No"
philadelphia gold & silver index rises 1.6%,No,"Please determine if the news headline addresses a general event (apart from prices) in the past.
Options: Yes, No"
philadelphia gold & silver index rises 1.6%,No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the future.
Options: Yes, No"
philadelphia gold & silver index rises 1.6%,Yes,"Review the news headline and determine if it relates to comparing gold with any other asset.
Options: Yes, No"
MCX GOLDPETAL Nov contract declines,No,"Does the news headline talk about price? 
Options: Yes, No"
MCX GOLDPETAL Nov contract declines,No,"Does the news headline talk about price going up? 
Options: No, Yes"
MCX GOLDPETAL Nov contract declines,No,"Please determine if the news headline addresses price staying constant.
Options: No, Yes"
MCX GOLDPETAL Nov contract declines,Yes,"Review the news headline and determine if it relates to price going down.
Options: No, Yes"
MCX GOLDPETAL Nov contract declines,Yes,"Analyze the news headline for any mention of price in the past.
Options: No, Yes"
MCX GOLDPETAL Nov contract declines,No,"Let me know if the news headline talks about price in the future.
Options: No, Yes"
MCX GOLDPETAL Nov contract declines,No,"Is the news headline related to a general event (apart from prices) in the past?
Options: No, Yes"
MCX GOLDPETAL Nov contract declines,No,"Assess if the news headline touches on a general event (apart from prices) in the future.
Options: Yes, No"
MCX GOLDPETAL Nov contract declines,No,"Does the news headline talk about comparing gold with any other asset? 
Options: Yes, No"
gold falls to near $830 as dollar rises,No,"Let me know if the news headline talks about price.
Options: Yes, No"
gold falls to near $830 as dollar rises,No,"Let me know if the news headline talks about price going up.
Options: Yes, No"
gold falls to near $830 as dollar rises,No,"Examine the news headline and decide if it includes price staying constant.
Options: Yes, No"
gold falls to near $830 as dollar rises,Yes,"Interpret the news headline to see if it mentions price going down.
Options: Yes, No"
gold falls to near $830 as dollar rises,Yes,"Does the news headline talk about price in the past? 
Options: No, Yes"
gold falls to near $830 as dollar rises,No,"In the context of the news headline, is price in the future discussed?
Options: Yes, No"
gold falls to near $830 as dollar rises,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the past.
Options: Yes, No"
gold falls to near $830 as dollar rises,No,"Analyze the news headline for any mention of a general event (apart from prices) in the future.
Options: Yes, No"
gold falls to near $830 as dollar rises,Yes,"Does the news headline talk about comparing gold with any other asset? 
Options: Yes, No"
Gold's 4th-straight drop sends metal down 1.4% for the week,No,"Analyze the news headline for any mention of price.
Options: No, Yes"
Gold's 4th-straight drop sends metal down 1.4% for the week,No,"Is the news headline related to price going up?
Options: Yes, No"
Gold's 4th-straight drop sends metal down 1.4% for the week,No,"Examine the news headline and decide if it includes price staying constant.
Options: Yes, No"
Gold's 4th-straight drop sends metal down 1.4% for the week,Yes,"Examine the news headline and decide if it includes price going down.
Options: Yes, No"
Gold's 4th-straight drop sends metal down 1.4% for the week,Yes,"Does the news headline talk about price in the past? 
Options: No, Yes"
Gold's 4th-straight drop sends metal down 1.4% for the week,No,"Interpret the news headline to see if it mentions price in the future.
Options: Yes, No"
Gold's 4th-straight drop sends metal down 1.4% for the week,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the past.
Options: Yes, No"
Gold's 4th-straight drop sends metal down 1.4% for the week,No,"Please determine if the news headline addresses a general event (apart from prices) in the future.
Options: No, Yes"
Gold's 4th-straight drop sends metal down 1.4% for the week,No,"Is the news headline related to comparing gold with any other asset?
Options: No, Yes"
june gold down $4.80 at $664.20/oz after $663.30 low,No,"Analyze the news headline for any mention of price.
Options: Yes, No"
june gold down $4.80 at $664.20/oz after $663.30 low,No,"Assess if the news headline touches on price going up.
Options: No, Yes"
june gold down $4.80 at $664.20/oz after $663.30 low,No,"Interpret the news headline to see if it mentions price staying constant.
Options: No, Yes"
june gold down $4.80 at $664.20/oz after $663.30 low,Yes,"Assess if the news headline touches on price going down.
Options: Yes, No"
june gold down $4.80 at $664.20/oz after $663.30 low,Yes,"Examine the news headline and decide if it includes price in the past.
Options: No, Yes"
june gold down $4.80 at $664.20/oz after $663.30 low,No,"Interpret the news headline to see if it mentions price in the future.
Options: Yes, No"
june gold down $4.80 at $664.20/oz after $663.30 low,No,"Assess if the news headline touches on a general event (apart from prices) in the past.
Options: No, Yes"
june gold down $4.80 at $664.20/oz after $663.30 low,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the future.
Options: No, Yes"
june gold down $4.80 at $664.20/oz after $663.30 low,No,"Interpret the news headline to see if it mentions comparing gold with any other asset.
Options: No, Yes"
canadian stocks pare early gains; gold shares fall,No,"In the context of the news headline, is price discussed?
Options: No, Yes"
canadian stocks pare early gains; gold shares fall,No,"Examine the news headline and decide if it includes price going up.
Options: No, Yes"
canadian stocks pare early gains; gold shares fall,No,"Does the news headline talk about price staying constant? 
Options: Yes, No"
canadian stocks pare early gains; gold shares fall,Yes,"Does the news headline talk about price going down? 
Options: Yes, No"
canadian stocks pare early gains; gold shares fall,Yes,"Please determine if the news headline addresses price in the past.
Options: No, Yes"
canadian stocks pare early gains; gold shares fall,No,"In the context of the news headline, is price in the future discussed?
Options: Yes, No"
canadian stocks pare early gains; gold shares fall,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the past.
Options: No, Yes"
canadian stocks pare early gains; gold shares fall,No,"Let me know if the news headline talks about a general event (apart from prices) in the future.
Options: Yes, No"
canadian stocks pare early gains; gold shares fall,No,"Let me know if the news headline talks about comparing gold with any other asset.
Options: Yes, No"
gold falls rs 58 in futures trade on profit-booking,No,"Examine the news headline and decide if it includes price.
Options: Yes, No"
gold falls rs 58 in futures trade on profit-booking,No,"Let me know if the news headline talks about price going up.
Options: No, Yes"
gold falls rs 58 in futures trade on profit-booking,No,"Interpret the news headline to see if it mentions price staying constant.
Options: No, Yes"
gold falls rs 58 in futures trade on profit-booking,Yes,"Analyze the news headline for any mention of price going down.
Options: No, Yes"
gold falls rs 58 in futures trade on profit-booking,Yes,"Does the news headline talk about price in the past? 
Options: Yes, No"
gold falls rs 58 in futures trade on profit-booking,No,"Analyze the news headline for any mention of price in the future.
Options: Yes, No"
gold falls rs 58 in futures trade on profit-booking,No,"Assess if the news headline touches on a general event (apart from prices) in the past.
Options: No, Yes"
gold falls rs 58 in futures trade on profit-booking,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the future.
Options: No, Yes"
gold falls rs 58 in futures trade on profit-booking,No,"Review the news headline and determine if it relates to comparing gold with any other asset.
Options: No, Yes"
benchmark gains despite gold sell-off,No,"Please determine if the news headline addresses price.
Options: No, Yes"
benchmark gains despite gold sell-off,Yes,"Analyze the news headline for any mention of price going up.
Options: No, Yes"
benchmark gains despite gold sell-off,No,"Analyze the news headline for any mention of price staying constant.
Options: No, Yes"
benchmark gains despite gold sell-off,No,"Examine the news headline and decide if it includes price going down.
Options: No, Yes"
benchmark gains despite gold sell-off,Yes,"Consider the news headline - does it concern price in the past?
Options: No, Yes"
benchmark gains despite gold sell-off,No,"Please determine if the news headline addresses price in the future.
Options: No, Yes"
benchmark gains despite gold sell-off,No,"Consider the news headline - does it concern a general event (apart from prices) in the past?
Options: Yes, No"
benchmark gains despite gold sell-off,No,"Analyze the news headline for any mention of a general event (apart from prices) in the future.
Options: No, Yes"
benchmark gains despite gold sell-off,No,"Is the news headline related to comparing gold with any other asset?
Options: Yes, No"
hellogold : democratising access to gold,No,"Consider the news headline - does it concern price?
Options: No, Yes"
hellogold : democratising access to gold,No,"In the context of the news headline, is price going up discussed?
Options: Yes, No"
hellogold : democratising access to gold,No,"Please determine if the news headline addresses price staying constant.
Options: No, Yes"
hellogold : democratising access to gold,No,"Analyze the news headline for any mention of price going down.
Options: Yes, No"
hellogold : democratising access to gold,No,"Please determine if the news headline addresses price in the past.
Options: No, Yes"
hellogold : democratising access to gold,No,"Examine the news headline and decide if it includes price in the future.
Options: Yes, No"
hellogold : democratising access to gold,Yes,"Analyze the news headline for any mention of a general event (apart from prices) in the past.
Options: No, Yes"
hellogold : democratising access to gold,No,"Assess if the news headline touches on a general event (apart from prices) in the future.
Options: Yes, No"
hellogold : democratising access to gold,No,"Assess if the news headline touches on comparing gold with any other asset.
Options: No, Yes"
Gold hovers in narrow range as dollar rises on upbeat US data,Yes,"Interpret the news headline to see if it mentions price.
Options: No, Yes"
Gold hovers in narrow range as dollar rises on upbeat US data,No,"Examine the news headline and decide if it includes price going up.
Options: No, Yes"
Gold hovers in narrow range as dollar rises on upbeat US data,Yes,"Assess if the news headline touches on price staying constant.
Options: Yes, No"
Gold hovers in narrow range as dollar rises on upbeat US data,No,"In the context of the news headline, is price going down discussed?
Options: No, Yes"
Gold hovers in narrow range as dollar rises on upbeat US data,Yes,"Analyze the news headline for any mention of price in the past.
Options: Yes, No"
Gold hovers in narrow range as dollar rises on upbeat US data,No,"Analyze the news headline for any mention of price in the future.
Options: No, Yes"
Gold hovers in narrow range as dollar rises on upbeat US data,No,"Analyze the news headline for any mention of a general event (apart from prices) in the past.
Options: No, Yes"
Gold hovers in narrow range as dollar rises on upbeat US data,No,"Does the news headline talk about a general event (apart from prices) in the future? 
Options: No, Yes"
Gold hovers in narrow range as dollar rises on upbeat US data,Yes,"Is the news headline related to comparing gold with any other asset?
Options: No, Yes"
gold climbs higher as us dollar eases,No,"Examine the news headline and decide if it includes price.
Options: Yes, No"
gold climbs higher as us dollar eases,Yes,"Assess if the news headline touches on price going up.
Options: No, Yes"
gold climbs higher as us dollar eases,No,"Please determine if the news headline addresses price staying constant.
Options: Yes, No"
gold climbs higher as us dollar eases,No,"Examine the news headline and decide if it includes price going down.
Options: No, Yes"
gold climbs higher as us dollar eases,Yes,"Review the news headline and determine if it relates to price in the past.
Options: No, Yes"
gold climbs higher as us dollar eases,No,"Assess if the news headline touches on price in the future.
Options: No, Yes"
gold climbs higher as us dollar eases,No,"Consider the news headline - does it concern a general event (apart from prices) in the past?
Options: Yes, No"
gold climbs higher as us dollar eases,No,"Let me know if the news headline talks about a general event (apart from prices) in the future.
Options: No, Yes"
gold climbs higher as us dollar eases,Yes,"Examine the news headline and decide if it includes comparing gold with any other asset.
Options: No, Yes"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,No,"Examine the news headline and decide if it includes price.
Options: Yes, No"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,No,"Is the news headline related to price going up?
Options: No, Yes"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,No,"Consider the news headline - does it concern price staying constant?
Options: No, Yes"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,No,"Is the news headline related to price going down?
Options: No, Yes"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,Yes,"Interpret the news headline to see if it mentions price in the past.
Options: Yes, No"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,No,"Let me know if the news headline talks about price in the future.
Options: No, Yes"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the past.
Options: Yes, No"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,No,"Consider the news headline - does it concern a general event (apart from prices) in the future?
Options: No, Yes"
Gold / Silver / Copper futures - weekly outlook: March 31 - April 4,Yes,"Let me know if the news headline talks about comparing gold with any other asset.
Options: No, Yes"
"Sell, if gold rallies to $1,230-35/ounce",No,"Does the news headline talk about price? 
Options: No, Yes"
"Sell, if gold rallies to $1,230-35/ounce",No,"Examine the news headline and decide if it includes price going up.
Options: No, Yes"
"Sell, if gold rallies to $1,230-35/ounce",No,"Let me know if the news headline talks about price staying constant.
Options: No, Yes"
"Sell, if gold rallies to $1,230-35/ounce",No,"Does the news headline talk about price going down? 
Options: Yes, No"
"Sell, if gold rallies to $1,230-35/ounce",No,"Review the news headline and determine if it relates to price in the past.
Options: No, Yes"
"Sell, if gold rallies to $1,230-35/ounce",Yes,"Assess if the news headline touches on price in the future.
Options: No, Yes"
"Sell, if gold rallies to $1,230-35/ounce",No,"Analyze the news headline for any mention of a general event (apart from prices) in the past.
Options: No, Yes"
"Sell, if gold rallies to $1,230-35/ounce",No,"Please determine if the news headline addresses a general event (apart from prices) in the future.
Options: No, Yes"
"Sell, if gold rallies to $1,230-35/ounce",No,"Please determine if the news headline addresses comparing gold with any other asset.
Options: Yes, No"
"gold touches new peak at rs 21,270 on strong global cues",No,"In the context of the news headline, is price discussed?
Options: No, Yes"
"gold touches new peak at rs 21,270 on strong global cues",Yes,"Let me know if the news headline talks about price going up.
Options: Yes, No"
"gold touches new peak at rs 21,270 on strong global cues",No,"Assess if the news headline touches on price staying constant.
Options: Yes, No"
"gold touches new peak at rs 21,270 on strong global cues",No,"Interpret the news headline to see if it mentions price going down.
Options: No, Yes"
"gold touches new peak at rs 21,270 on strong global cues",Yes,"Review the news headline and determine if it relates to price in the past.
Options: Yes, No"
"gold touches new peak at rs 21,270 on strong global cues",No,"In the context of the news headline, is price in the future discussed?
Options: No, Yes"
"gold touches new peak at rs 21,270 on strong global cues",No,"Is the news headline related to a general event (apart from prices) in the past?
Options: No, Yes"
"gold touches new peak at rs 21,270 on strong global cues",No,"Let me know if the news headline talks about a general event (apart from prices) in the future.
Options: Yes, No"
"gold touches new peak at rs 21,270 on strong global cues",No,"In the context of the news headline, is comparing gold with any other asset discussed?
Options: Yes, No"
india : the government gets ready to accept gold as an asset class,No,"Please determine if the news headline addresses price.
Options: No, Yes"
india : the government gets ready to accept gold as an asset class,No,"Analyze the news headline for any mention of price going up.
Options: Yes, No"
india : the government gets ready to accept gold as an asset class,No,"In the context of the news headline, is price staying constant discussed?
Options: Yes, No"
india : the government gets ready to accept gold as an asset class,No,"Consider the news headline - does it concern price going down?
Options: No, Yes"
india : the government gets ready to accept gold as an asset class,No,"Please determine if the news headline addresses price in the past.
Options: Yes, No"
india : the government gets ready to accept gold as an asset class,No,"Interpret the news headline to see if it mentions price in the future.
Options: Yes, No"
india : the government gets ready to accept gold as an asset class,Yes,"Assess if the news headline touches on a general event (apart from prices) in the past.
Options: Yes, No"
india : the government gets ready to accept gold as an asset class,No,"Let me know if the news headline talks about a general event (apart from prices) in the future.
Options: No, Yes"
india : the government gets ready to accept gold as an asset class,No,"Does the news headline talk about comparing gold with any other asset? 
Options: Yes, No"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",No,"Is the news headline related to price?
Options: Yes, No"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",No,"Let me know if the news headline talks about price going up.
Options: No, Yes"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",No,"Please determine if the news headline addresses price staying constant.
Options: Yes, No"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",Yes,"Is the news headline related to price going down?
Options: Yes, No"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",Yes,"In the context of the news headline, is price in the past discussed?
Options: No, Yes"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",No,"In the context of the news headline, is price in the future discussed?
Options: No, Yes"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",No,"Analyze the news headline for any mention of a general event (apart from prices) in the past.
Options: Yes, No"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",No,"Review the news headline and determine if it relates to a general event (apart from prices) in the future.
Options: Yes, No"
"looking to buy gold this diwali? prices may fall towards rs 29,000 in short term",No,"Consider the news headline - does it concern comparing gold with any other asset?
Options: No, Yes"
Gold prices to trade higher today: Angel Commodities,No,"Please determine if the news headline addresses price.
Options: No, Yes"
Gold prices to trade higher today: Angel Commodities,Yes,"Analyze the news headline for any mention of price going up.
Options: Yes, No"
Gold prices to trade higher today: Angel Commodities,No,"Is the news headline related to price staying constant?
Options: Yes, No"
Gold prices to trade higher today: Angel Commodities,No,"Examine the news headline and decide if it includes price going down.
Options: Yes, No"
Gold prices to trade higher today: Angel Commodities,No,"Please determine if the news headline addresses price in the past.
Options: Yes, No"
Gold prices to trade higher today: Angel Commodities,Yes,"Analyze the news headline for any mention of price in the future.
Options: Yes, No"
Gold prices to trade higher today: Angel Commodities,No,"Is the news headline related to a general event (apart from prices) in the past?
Options: Yes, No"
Gold prices to trade higher today: Angel Commodities,No,"Analyze the news headline for any mention of a general event (apart from prices) in the future.
Options: Yes, No"
Gold prices to trade higher today: Angel Commodities,No,"Let me know if the news headline talks about comparing gold with any other asset.
Options: Yes, No"
gold prices hit fresh 2-month lows as dollar strengthens,No,"Let me know if the news headline talks about price.
Options: No, Yes"
gold prices hit fresh 2-month lows as dollar strengthens,Yes,"Please determine if the news headline addresses price going up.
Options: Yes, No"
gold prices hit fresh 2-month lows as dollar strengthens,No,"Examine the news headline and decide if it includes price staying constant.
Options: No, Yes"
gold prices hit fresh 2-month lows as dollar strengthens,No,"Review the news headline and determine if it relates to price going down.
Options: Yes, No"
gold prices hit fresh 2-month lows as dollar strengthens,Yes,"Review the news headline and determine if it relates to price in the past.
Options: Yes, No"
gold prices hit fresh 2-month lows as dollar strengthens,No,"Analyze the news headline for any mention of price in the future.
Options: No, Yes"
gold prices hit fresh 2-month lows as dollar strengthens,No,"Consider the news headline - does it concern a general event (apart from prices) in the past?
Options: No, Yes"
gold prices hit fresh 2-month lows as dollar strengthens,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the future.
Options: No, Yes"
gold prices hit fresh 2-month lows as dollar strengthens,Yes,"Examine the news headline and decide if it includes comparing gold with any other asset.
Options: Yes, No"
"peter grandich's $1 million bet that gold will hit $2,000",No,"Examine the news headline and decide if it includes price.
Options: Yes, No"
"peter grandich's $1 million bet that gold will hit $2,000",No,"Examine the news headline and decide if it includes price going up.
Options: Yes, No"
"peter grandich's $1 million bet that gold will hit $2,000",No,"Does the news headline talk about price staying constant? 
Options: No, Yes"
"peter grandich's $1 million bet that gold will hit $2,000",No,"In the context of the news headline, is price going down discussed?
Options: No, Yes"
"peter grandich's $1 million bet that gold will hit $2,000",No,"Does the news headline talk about price in the past? 
Options: No, Yes"
"peter grandich's $1 million bet that gold will hit $2,000",Yes,"Review the news headline and determine if it relates to price in the future.
Options: No, Yes"
"peter grandich's $1 million bet that gold will hit $2,000",No,"Examine the news headline and decide if it includes a general event (apart from prices) in the past.
Options: Yes, No"
"peter grandich's $1 million bet that gold will hit $2,000",No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the future.
Options: No, Yes"
"peter grandich's $1 million bet that gold will hit $2,000",No,"Consider the news headline - does it concern comparing gold with any other asset?
Options: Yes, No"
"gold ends higher, scores 3.3% weekly rise",No,"Interpret the news headline to see if it mentions price.
Options: No, Yes"
"gold ends higher, scores 3.3% weekly rise",Yes,"Interpret the news headline to see if it mentions price going up.
Options: No, Yes"
"gold ends higher, scores 3.3% weekly rise",No,"Examine the news headline and decide if it includes price staying constant.
Options: No, Yes"
"gold ends higher, scores 3.3% weekly rise",No,"Examine the news headline and decide if it includes price going down.
Options: No, Yes"
"gold ends higher, scores 3.3% weekly rise",Yes,"Assess if the news headline touches on price in the past.
Options: Yes, No"
"gold ends higher, scores 3.3% weekly rise",No,"Consider the news headline - does it concern price in the future?
Options: Yes, No"
"gold ends higher, scores 3.3% weekly rise",No,"Consider the news headline - does it concern a general event (apart from prices) in the past?
Options: Yes, No"
"gold ends higher, scores 3.3% weekly rise",No,"Review the news headline and determine if it relates to a general event (apart from prices) in the future.
Options: Yes, No"
"gold ends higher, scores 3.3% weekly rise",No,"Analyze the news headline for any mention of comparing gold with any other asset.
Options: No, Yes"
Gold ends near 1-year high on North Korea jitters,No,"In the context of the news headline, is price discussed?
Options: No, Yes"
Gold ends near 1-year high on North Korea jitters,Yes,"Is the news headline related to price going up?
Options: No, Yes"
Gold ends near 1-year high on North Korea jitters,No,"Examine the news headline and decide if it includes price staying constant.
Options: No, Yes"
Gold ends near 1-year high on North Korea jitters,No,"Please determine if the news headline addresses price going down.
Options: Yes, No"
Gold ends near 1-year high on North Korea jitters,Yes,"Consider the news headline - does it concern price in the past?
Options: Yes, No"
Gold ends near 1-year high on North Korea jitters,No,"Interpret the news headline to see if it mentions price in the future.
Options: Yes, No"
Gold ends near 1-year high on North Korea jitters,No,"Does the news headline talk about a general event (apart from prices) in the past? 
Options: No, Yes"
Gold ends near 1-year high on North Korea jitters,No,"Is the news headline related to a general event (apart from prices) in the future?
Options: Yes, No"
Gold ends near 1-year high on North Korea jitters,No,"Is the news headline related to comparing gold with any other asset?
Options: Yes, No"
Seven reasons to sell gold now,No,"Please determine if the news headline addresses price.
Options: No, Yes"
Seven reasons to sell gold now,No,"Interpret the news headline to see if it mentions price going up.
Options: Yes, No"
Seven reasons to sell gold now,No,"Examine the news headline and decide if it includes price staying constant.
Options: No, Yes"
Seven reasons to sell gold now,No,"Is the news headline related to price going down?
Options: No, Yes"
Seven reasons to sell gold now,No,"Analyze the news headline for any mention of price in the past.
Options: No, Yes"
Seven reasons to sell gold now,No,"Review the news headline and determine if it relates to price in the future.
Options: Yes, No"
Seven reasons to sell gold now,Yes,"Assess if the news headline touches on a general event (apart from prices) in the past.
Options: Yes, No"
Seven reasons to sell gold now,No,"Please determine if the news headline addresses a general event (apart from prices) in the future.
Options: Yes, No"
Seven reasons to sell gold now,No,"Examine the news headline and decide if it includes comparing gold with any other asset.
Options: No, Yes"
MCX GOLDPETAL Nov contract trades lower,No,"Assess if the news headline touches on price.
Options: No, Yes"
MCX GOLDPETAL Nov contract trades lower,No,"Is the news headline related to price going up?
Options: No, Yes"
MCX GOLDPETAL Nov contract trades lower,No,"Interpret the news headline to see if it mentions price staying constant.
Options: No, Yes"
MCX GOLDPETAL Nov contract trades lower,Yes,"Please determine if the news headline addresses price going down.
Options: Yes, No"
MCX GOLDPETAL Nov contract trades lower,Yes,"Let me know if the news headline talks about price in the past.
Options: No, Yes"
MCX GOLDPETAL Nov contract trades lower,No,"In the context of the news headline, is price in the future discussed?
Options: No, Yes"
MCX GOLDPETAL Nov contract trades lower,No,"Assess if the news headline touches on a general event (apart from prices) in the past.
Options: Yes, No"
MCX GOLDPETAL Nov contract trades lower,No,"Examine the news headline and decide if it includes a general event (apart from prices) in the future.
Options: No, Yes"
MCX GOLDPETAL Nov contract trades lower,No,"Please determine if the news headline addresses comparing gold with any other asset.
Options: No, Yes"
"august gold settles at $1,613.90/oz, down $8.20",No,"Interpret the news headline to see if it mentions price.
Options: Yes, No"
"august gold settles at $1,613.90/oz, down $8.20",No,"Assess if the news headline touches on price going up.
Options: Yes, No"
"august gold settles at $1,613.90/oz, down $8.20",No,"Analyze the news headline for any mention of price staying constant.
Options: Yes, No"
"august gold settles at $1,613.90/oz, down $8.20",Yes,"Let me know if the news headline talks about price going down.
Options: No, Yes"
"august gold settles at $1,613.90/oz, down $8.20",Yes,"Consider the news headline - does it concern price in the past?
Options: No, Yes"
"august gold settles at $1,613.90/oz, down $8.20",No,"In the context of the news headline, is price in the future discussed?
Options: Yes, No"
"august gold settles at $1,613.90/oz, down $8.20",No,"Please determine if the news headline addresses a general event (apart from prices) in the past.
Options: No, Yes"
"august gold settles at $1,613.90/oz, down $8.20",No,"Let me know if the news headline talks about a general event (apart from prices) in the future.
Options: No, Yes"
"august gold settles at $1,613.90/oz, down $8.20",No,"Consider the news headline - does it concern comparing gold with any other asset?
Options: No, Yes"
Gold ends higher with dollar nicked by economic agenda uncertainty,No,"Does the news headline talk about price? 
Options: No, Yes"
Gold ends higher with dollar nicked by economic agenda uncertainty,Yes,"Please determine if the news headline addresses price going up.
Options: No, Yes"
Gold ends higher with dollar nicked by economic agenda uncertainty,No,"Assess if the news headline touches on price staying constant.
Options: Yes, No"
Gold ends higher with dollar nicked by economic agenda uncertainty,No,"Let me know if the news headline talks about price going down.
Options: Yes, No"
Gold ends higher with dollar nicked by economic agenda uncertainty,Yes,"Please determine if the news headline addresses price in the past.
Options: Yes, No"
Gold ends higher with dollar nicked by economic agenda uncertainty,No,"In the context of the news headline, is price in the future discussed?
Options: No, Yes"
Gold ends higher with dollar nicked by economic agenda uncertainty,No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the past.
Options: Yes, No"
Gold ends higher with dollar nicked by economic agenda uncertainty,No,"Examine the news headline and decide if it includes a general event (apart from prices) in the future.
Options: Yes, No"
Gold ends higher with dollar nicked by economic agenda uncertainty,Yes,"Examine the news headline and decide if it includes comparing gold with any other asset.
Options: Yes, No"
gold futures close down nearly $2 an ounce,No,"Does the news headline talk about price? 
Options: Yes, No"
gold futures close down nearly $2 an ounce,No,"Let me know if the news headline talks about price going up.
Options: Yes, No"
