input,output,instruction
"甲公司将一栋商业大楼出租给乙公司使用，并一直采用成本模式进行后续计量，税法对其成本模式计量口径是认可的。2015年1月1日，由于房地产交易市场的成熟，具备了采用公允价值模式计量的条件，甲公司决定对该投资性房地产从成本模式转换为公允价值模式计量。该大楼原价6000万元，已计提折旧3500万元，当日该大楼的公允价值为7000万元。甲公司按净利润的10$\%$计提法定盈余公积，假设不考虑所得税的影响，则甲公司因此调整2015年初未分配利润____万元。
A. 3037.5
B. 4050
C. 4500
D. 1485
",B. 4050,以下是中国关于会计考试的单项选择题，请选出其中的正确答案。
"某养老金计划为职工提供养老金如下：当服务期低于30年的，则每服务1年每月给付养老金$b_1=30$元；超过30年工龄的部分，每服务一年每月给付养老金$b_2=40$元。王女士现年30岁，25岁开始工作，则其60岁退休时的养老金年收入为____元。
A. 12600
B. 13200
C. 14600
D. 15000
",B. 13200,以下是中国关于中国精算师考试的单项选择题，请选出其中的正确答案。
"以下关于速动比率表述不正确的是____。
A. 速动比率能更准确、可靠地评价借款人资产流动性及其偿还短期债务的能力
B. 一般认为速动比率为1较为合适
C. 零售业允许保持低于1的速动比率
D. 应收账款比较多的客户，速动比率应小于1
",D. 应收账款比较多的客户，速动比率应小于1,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"股权投资基金估值方法通常不包括____。
A. 相对估值法
B. 成本法
C. 折现现金流法
D. 竞价估值法
",D. 竞价估值法,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"根据票据法律制度的规定，下列主体中，属于票据上主债务人的是____。
A. 汇票承兑人
B. 支票出票人
C. 汇票出票人
D. 支票付款人
",A. 汇票承兑人,以下是中国关于经济法考试的单项选择题，请选出其中的正确答案。
"下列关于对外直接投资的表述，正确的是____。
A. 我国境内投资者对外直接投资不属于国际直接投资
B. 我国境内投资者对外直接投资不适用我国国内法
C. 对外直接投资仅包括新设和并购，不包括增资和参股
D. 不同的对外直接投资实施核准和备案管理
",D. 不同的对外直接投资实施核准和备案管理,以下是中国关于经济法考试的单项选择题，请选出其中的正确答案。
"企业销售产品或提供劳务发生的应由企业负担的保险费、广告费等属于____。
A. 管理费用
B. 销售费用
C. 制造费用
D. 财务费用
",B. 销售费用,以下是中国关于成本会计学考试的单项选择题，请选出其中的正确答案。
"某学校招聘教师，要求应聘者学历均达到研究生及以上要求，并且必须具备相应的工作经验。上述材料体现的横向分工组织结构的基本协调机制是____。
A. 相互适应，自行调整
B. 技艺(知识)标准化
C. 工作成果标准化
D. 工作过程标准化
",B. 技艺(知识)标准化,以下是中国关于公司战略与风险管理考试的单项选择题，请选出其中的正确答案。
"我国目前的保险监管方式属于____。
A. 公示方式
B. 准则方式
C. 宽松方式
D. 实体方式
",D. 实体方式,以下是中国关于保险学考试的单项选择题，请选出其中的正确答案。
"一个年度付息的债券票面利率为6$\%$，该债券的修正久期为10年，债券价格为800元，该债券的到期收益率为8$\%$。如果到期收益率增加到9$\%$，则该债券的价格将如何变化____。
A. 减少60元
B. 增加60元
C. 减少80元
D. 增加80元
",C. 减少80元,以下是中国关于金融市场学考试的单项选择题，请选出其中的正确答案。
"现代经济中，信用活动与货币运动紧密相联，信用的扩张意味着货币供给的____。
A. 增加
B. 减少
C. 不变
D. 不确定
",A. 增加,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"在下列哪个阶段不仅国有商业银行各分支机构在大中城市独立发展银行卡业务，股份制银行也纷纷加入发卡行列，全国金卡工程开始启动____。
A. 萌芽和起步阶段
B. 初步发展阶段
C. 走向国际标准初级阶段
D. 快速发展阶段
",B. 初步发展阶段,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"个人取得的下列利息收入中，应缴纳个人所得税的是____。
A. 财政部发行国债的利息
B. 个人教育储蓄存款的利息
C. 企业发行公司债券的利息
D. 国家发行金融债券的利息
",C. 企业发行公司债券的利息,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"下列有关注册会计师了解被审计单位的性质的说法中，错误的是____。
A. 了解被审计单位的筹资活动，有助于注册会计师评估被审计单位在融资方面的压力，并进一步考虑被审计单位在可预见未来的持续经营能力
B. 了解被审计单位的治理结构，有助于注册会计师关注被审计单位在经营策略和方向上的重大变化
C. 了解被审计单位的经营活动，有助于注册会计师识别预期在财务报表中反映的主要交易类别、重要账户余额和列报
D. 了解被审计单位的所有权结构，有助于注册会计师识别关联方关系并了解被审计单位的决策过程
",B. 了解被审计单位的治理结构，有助于注册会计师关注被审计单位在经营策略和方向上的重大变化,以下是中国关于审计学考试的单项选择题，请选出其中的正确答案。
"在国际金融学中，下列哪个因素会导致一国货币升值____。
A. 国内通货膨胀
B. 国内利率下降
C. 国际资本流入增加
D. 国内经济衰退
",C. 国际资本流入增加,以下是中国关于国际金融学考试的单项选择题，请选出其中的正确答案。
"我国在进口货物或物品时，不征收____。
A. 增值税
B. 消费税
C. 营业税
D. 关税
",C. 营业税,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"甲公司2020年每股收益0.8元。每股分配现金股利0.4元。如果公司股利增长率预计为6$\%$，2020年末股价为50元，预计股利支付率不变，公司2020年的内在市盈率是____。
A. 62.5
B. 58.96
C. 20
D. 18.87
",B. 58.96,以下是中国关于财务管理学考试的单项选择题，请选出其中的正确答案。
"根据物权法律制度的规定，下列各项中，属于动产的是____。
A. 房屋
B. 林木
C. 海域
D. 船舶
",D. 船舶,以下是中国关于经济法考试的单项选择题，请选出其中的正确答案。
"发起、协商、执行和变更登记构成____的基本运作程序。
A. 股权回购
B. 质押回购
C. 股份转让
D. 协议转让
",A. 股权回购,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"商业银行贷款业务""表外化""的具体做法有____。
A. 可转让支付命令账户
B. 个人退休金账户
C. 周转性贷款承诺
D. 货币市场互助基金
",C. 周转性贷款承诺,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"目前，中国人民银行规定中国公民和外国人出入境时，每人每次携带的人民币限额为____元。
A. 5000
B. 6000
C. 8000
D. 20000
",D. 20000,以下是中国关于中央银行学考试的单项选择题，请选出其中的正确答案。
"关于可转换债券，下列描述错误的是____。
A. 可转换债券是指公司债券附加可转换条款，赋予债券持有人按预先确定的比例（转换比率）转换为该公司普通股的选择权
B. 大部分可转换债券是没有抵押的低等级债券，并且常由风险较大的小型公司所发行
C. 发行可转换债券的公司筹措债务资本的能力较低，使用可转换债券的方式将增强对投资者的吸引力
D. 可转换债券不能被发行公司提前赎回
",D. 可转换债券不能被发行公司提前赎回,以下是中国关于金融市场学考试的单项选择题，请选出其中的正确答案。
"资本循环过程中在空间上同时存在的资本形式有____。Ⅰ.货币资本Ⅱ.商品资本Ⅲ.商业资本Ⅳ.生产资本
A. Ⅰ,Ⅱ,Ⅳ
B. Ⅰ,Ⅱ,Ⅲ
C. Ⅱ,Ⅲ,Ⅳ
D. Ⅰ,Ⅲ,Ⅳ
","A. Ⅰ,Ⅱ,Ⅳ",以下是中国关于政治经济学考试的单项选择题，请选出其中的正确答案。
"二手数据的特点____。
A. 搜集方便、数据采集快、采集成本低
B. 采集数据的成本低，搜集比较困难
C. 数据可靠性较好
D. 数据的相关性较好
",A. 搜集方便、数据采集快、采集成本低,以下是中国关于统计学考试的单项选择题，请选出其中的正确答案。
"通货膨胀初期对生产有一定的刺激作用，但这种刺激作用是____。
A. 递减的
B. 递增的
C. 恶性的
D. 良性的
",A. 递减的,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"甲公司2012年每股收益0.8元。每股分配现金股利0.4元。如果公司每股收益增长率预计为6$\%$，股权资本成本为10$\%$。股利支付率不变，公司的预期市盈率是____。
A. 11.79
B. 12.5
C. 13.25
D. 8.33
",B. 12.5,以下是中国关于财务管理学考试的单项选择题，请选出其中的正确答案。
"甲公司2019年1月1日以3000万元的价格购入乙公司30$\%$的股份，另支付相关费用15万元。购入时乙公司可辨认净资产的公允价值为11000万元（假定乙公司各项可辨认资产、负债的公允价值与账面价值相等）。乙公司2019年实现净利润600万元。甲公司取得该项投资后对乙公司具有重大影响。假定不考虑其他因素，该投资对甲公司2019年度利润总额的影响为____。
A. 165万元
B. 180万元
C. 465万元
D. 480万元
",C. 465万元,以下是中国关于中级财务会计考试的单项选择题，请选出其中的正确答案。
"位于县城的甲企业2020年5月实际缴纳增值税350万元（其中包括进口环节增值税50万元）、消费税530万元（其中包括由位于市区的乙企业代收代缴的消费税30万元）。则甲企业本月应向所在县城税务机关缴纳的城市维护建设税为____万元。
A. 40
B. 41.5
C. 42.5
D. 44
",A. 40,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"在发展中国家的金融自由化改革实践中，被视为成功范例的国家是____。
A. 韩国
B. 阿根廷
C. 智利
D. 新西兰
",D. 新西兰,以下是中国关于金融学考试的单项选择题，请选出其中的正确答案。
"一个9年期的债券，到期收益率为10$\%$，修正久期为6.5年。如果市场利率上升0.5$\%$，预计这个债券的价格变化为____。
A. 3.25$\%$
B. 4.5$\%$
C. -4.5$\%$
D. -3.25$\%$
",D. -3.25$\%$,以下是中国关于金融市场学考试的单项选择题，请选出其中的正确答案。
"单位犯“擅自发行股票、公司、企业债券罪”的，对其直接负责的主管人员和其他责任人员，处____以下有期徒刑或者拘役。
A. 半年
B. 1年
C. 3年
D. 5年
",D. 5年,以下是中国关于证券从业资格证考试的单项选择题，请选出其中的正确答案。
"____是指通过订立信托契约的形式设立的股权投资基金，不具有独立的法人地位。
A. 合伙型股权投资基金
B. 信托（契约）型股权投资基金
C. 公司型股权投资基金
D. 并购型股权投资基金
",B. 信托（契约）型股权投资基金,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"下列各项中，属于同一控制下企业合并会计处理特点的是____。
A. 合并中可能产生商誉
B. 合并费用计入合并成本
C. 被合并企业净资产按账面价值入账
D. 合并方付出的非现金资产以公允价值计价
",C. 被合并企业净资产按账面价值入账,以下是中国关于管理会计学考试的单项选择题，请选出其中的正确答案。
"法律尽职调查中需要关注主要股东的情况，应重点关注的问题不包括____。
A. 主要股东与目标公司之间的关联交易
B. 主要股东与目标公司之间的资金往来
C. 主要股东与目标公司之间的相互担保是否合法
D. 主要股东是否与企业之间是否存在劳动仲裁
",D. 主要股东是否与企业之间是否存在劳动仲裁,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"某投资项目的年营业收入为600000元，年经营付现成本为400000元，年折旧额100000元，所得税税率为25$\%$，该项目的每年经营现金净流量为____。
A. 75000元
B. 100000元
C. 175000元
D. 250000元
",C. 175000元,以下是中国关于公司金融学考试的单项选择题，请选出其中的正确答案。
"出租人的租赁资产主要依靠第三者提供资金购买或制造，再将资产出租，这类租赁业务称为____。
A. 转租赁
B. 杠杆租赁
C. 售后租赁
D. 直接租赁
",B. 杠杆租赁,以下是中国关于高级财务会计考试的单项选择题，请选出其中的正确答案。
"假如某厂商的平均收益曲线由水平线变为向右下方倾斜的曲线，这说明____。
A. 既有厂商进入也有厂商退出该行业
B. 完全竞争被不完全竞争所取代
C. 新的厂商进入了该行业
D. 原有厂商退出了该行业
",B. 完全竞争被不完全竞争所取代,以下是中国关于微观经济学考试的单项选择题，请选出其中的正确答案。
"在我国《期货公司风险管理公司业务试点指引》中风险管理公司参与的基差贸易，没有以____等方式提供报价。
A. 确定价格
B. 点价
C. 均价
D. 利率
",D. 利率,以下是中国关于期货从业资格证考试的单项选择题，请选出其中的正确答案。
"(1)战略性配置；(2)动态配置；(3)策略性配置；(4)混合资产配置，以上属于资产配置的主要策略的有____。
A. (1),(2),(3)
B. (1),(2),(4)
C. (2),(3),(4)
D. (1),(2),(3),(4)
","D. (1),(2),(3),(4)",以下是中国关于金融市场学考试的单项选择题，请选出其中的正确答案。
"某建筑企业已与某钢材贸易商签订钢材的采购合同，确立了价格，但尚未实现交收，此时该建筑企业属于____情形。
A. 期货多头
B. 现货多头
C. 期货空头
D. 现货空头
",B. 现货多头,以下是中国关于期货从业资格证考试的单项选择题，请选出其中的正确答案。
"按照“合理的准则”，如果某一经济行为被认为是反竞争的，则其可能存在的行为为____。
A. 不能被证明是一种旨在提高效率合理的经济行为
B. 本质是非法的
C. 违反了克莱顿法
D. 导致纵向或横向兼并
",A. 不能被证明是一种旨在提高效率合理的经济行为,以下是中国关于微观经济学考试的单项选择题，请选出其中的正确答案。
"负债业务创新的一个趋势是____。
A. 在金融领域内创造金融工具
B. 银行派生存款的创造
C. 活期存款比重下降，定期及储蓄存款比重上升
D. 在金融市场上开展金融业务
",C. 活期存款比重下降，定期及储蓄存款比重上升,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"关于商誉减值，下列说法中正确的有____。
A. 合并报表中的商誉减值测试时无需考虑其他资产
B. 商誉能单独产生现金流量
C. 商誉应与资产组内的其他资产一样，按比例分摊减值损失
D. 测试商誉减值的资产组的账面价值应包括分摊的商誉的价值
",D. 测试商誉减值的资产组的账面价值应包括分摊的商誉的价值,以下是中国关于会计考试的单项选择题，请选出其中的正确答案。
"在作业成本法下，制造费用的分配标准为____。
A. 工时
B. 产量
C. 成本动因
D. 检验次数
",C. 成本动因,以下是中国关于成本会计学考试的单项选择题，请选出其中的正确答案。
"某美国公司将于3个月后交付货款100万英镑，为规避汇率的不利波动，可在CME____做套期保值。
A. 卖出英镑期货合约
B. 买入英镑期货合约
C. 卖出英镑期货看涨期权合约
D. 买入英镑期货看跌期权合约
",B. 买入英镑期货合约,以下是中国关于期货从业资格证考试的单项选择题，请选出其中的正确答案。
"关于注册会计师确定关健审计事项需要遵循的决策框架，以下说法中，错误的是____。
A. 注册会计师应从“与治理层沟通的事项”中选出“在执行审计工作中重点关注过的事项”
B. 注册会计师应以“与治理层沟通的事项”为起点选择关健审计事项
C. 注册会计师应从“与治理层沟通的事项”中选出“最为重要的事项”,从而构成关键审计事项
D. 注册会计师应从“在执行审计工作时重点关注过的事项”中选出“最为重要的事项”,从而构成关键审计事项
","C. 注册会计师应从“与治理层沟通的事项”中选出“最为重要的事项”,从而构成关键审计事项",以下是中国关于审计学考试的单项选择题，请选出其中的正确答案。
"期货交易实行保证金制度，保证金比率一般为合约价值的____。
A. 5$\%$~10$\%$
B. 5$\%$～15$\%$
C. 10$\%$~15$\%$
D. 10$\%$~20$\%$
",B. 5$\%$～15$\%$,以下是中国关于期货从业资格证考试的单项选择题，请选出其中的正确答案。
"在抵押担保中，抵押物价值____所担保债权的余额部分，可以再次抵押，即抵押人可以同时或者先后就同一项财产向两个以上的债权人进行抵押。
A. 等于
B. 小于
C. 大于
D. 大于或等于
",C. 大于,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"某企业成立于2020 年 5 月，其财务人员于2022 年4 月向聘请的注册会计师咨询可享受企业所得税优惠政策的小型微利企业认定标准。财务人员的下列表述中，符合税法规定的是____。
A. 小型微利企业优惠政策可适用于限制性行业
B. 小型微利企业资产总额指标按企业全年的季度平均值确定
C. 计算小型微利企业从事人数指标时不包括企业接受的劳务派遣人数
D. 年度中间开业的小型微利企业从下一实际经营期开始确定相关指标
",B. 小型微利企业资产总额指标按企业全年的季度平均值确定,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"万丰集团是一家建筑企业，主要承接道路桥梁的建设等项目。由于建筑材料储存成本过高，而价格波动幅度并不大，因此，该公司仅在签订道路桥梁的建设订单合同之后才开始采购必需的建筑材料。针对上述资料可知，万丰集团采用的平衡产能与需求的方法是____。
A. 资源订单式生产
B. 订单生产式生产
C. 匹配策略
D. 滞后策略
",A. 资源订单式生产,以下是中国关于公司战略与风险管理考试的单项选择题，请选出其中的正确答案。
"在外汇市场中，下列各方中____是美元的需求者。
A. 进口国外商品的美国厂商
B. 向美国慈善性捐款的外国人
C. 到国外旅游的美国人
D. 获得美国公司股息的外国人
",B. 向美国慈善性捐款的外国人,以下是中国关于宏观经济学考试的单项选择题，请选出其中的正确答案。
"应收账款和存货周转率变化____。
A. 既可能导致短期融资需求，又可能导致长期融资需求变化
B. 只导致长期融资需求变化
C. 只导致短期融资需求变化
D. 既不可能导致短期融资需求，又不可能导致长期融资需求变化
",A. 既可能导致短期融资需求，又可能导致长期融资需求变化,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"在我国目前市场经济条件下，____既是国家宏观财政政策的执行者，也是本地区地方性财政政策的制定者。
A. 中央政府
B. 地方政府
C. 国有企业
D. 股份制企业
",B. 地方政府,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"相对于执行本期财务报表审计的注册会计师而言，下列各方中，不属于前任注册会计师的是____。
A. 接受委托对本期财务报表执行审计但未完成审计工作的其他会计师事务所的注册会计师
B. 对上期财务报表执行审计的其他会计师事务所的注册会计师
C. 对上期财务报表执行审阅的其他会计师事务所的注册会计师
D. 接受委托对本期财务报表执行审计并已出具审计报告的其他会计事务所的注册会计师
",C. 对上期财务报表执行审阅的其他会计师事务所的注册会计师,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"下列关于税款扣缴制度的表述中，正确的是____。
A. 代扣税款手续费可以由税务所统一办理退库手续
B. 个人收到的个人所得税扣缴手续费，应计征个人所得税
C. 对纳税人、扣缴义务人、纳税担保人应缴纳的欠税及滞纳金，可以先行缴纳欠税，再依法缴纳滞纳金
D. 扣缴义务人履行扣缴义务时，可从所扣缴的税款中减除扣缴手续费后再上交税务机关
",C. 对纳税人、扣缴义务人、纳税担保人应缴纳的欠税及滞纳金，可以先行缴纳欠税，再依法缴纳滞纳金,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"法玛和弗伦奇的研究表明资本资产定价模型是无效的，这会导致下列哪些反应____。
A. 测试程序中应该更好地使用计量经济学
B. 估计的资产贝塔值需要被改进
C. 资本资产定价模型的理论渊源和研究结果相抵触，需要重新考虑
D. 上述说法都正确
",D. 上述说法都正确,以下是中国关于投资学考试的单项选择题，请选出其中的正确答案。
"____是出租方利用企业财务杠杆原理，以无追索权借得长期贷款，以租金和设备作为贷款的抵押。
A. 双重租赁
B. 金融租赁
C. 衡平租赁
D. 经营租赁
",C. 衡平租赁,以下是中国关于国际金融学考试的单项选择题，请选出其中的正确答案。
"如果你采用分期付款方式购车，期限36个月，每月底支付4000元，年利率为7$\%$，那么你能购买一辆价值____元的汽车。
A. 144000
B. 200000
C. 129546
D. 130000
",C. 129546,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"____《信托法》正式施行。
A. 2001年9月1日
B. 2001年11月1日
C. 2001年12月1日
D. 2001年10月1日
",D. 2001年10月1日,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"两种商品在两个人之间的分配，能被称为帕累托最优的条件为____。
A. 如果不使其中一个人受损失就不能使另一个人受益
B. 每个人都处在其消费契约曲线上
C. 每个人都处在其效用可能性曲线上
D. 包括以上所有条件
",D. 包括以上所有条件,以下是中国关于微观经济学考试的单项选择题，请选出其中的正确答案。
"拉弗曲线没有包含的经济含义是____。
A. 税率、税收收入和经济增长之间存在着相互依存、相互制约的关系，理论上应当存在一种兼顾税收收入与经济增长的最优税率。
B. 高税率不一定带来高税收收入，而高收入也不一定要实行高税率。
C. 可由两种不同税率取得同一水平税收收入。
D. 高税率一定带来高税收收入，高收入也一定要实行高税率。
",D. 高税率一定带来高税收收入，高收入也一定要实行高税率。,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"国家预算原则是指国家选择预算形式和体系以及编制国家预算应遵循的____。
A. 策略和方针
B. 指导思想和原则
C. 指导思想和方针
D. 策略和原则
",C. 指导思想和方针,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"创新金融产品和服务手段，不包括____。
A. 积极引导各类普惠金融服务主体借助互联网等现代信息技术手段
B. 推广创新针对小微企业、高校毕业生、农户、特殊群体以及精准扶贫对象的小额贷款
C. 鼓励金融机构运用大数据、云计算等新兴信息技术
D. 为社会提供信贷服务
",D. 为社会提供信贷服务,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"下列关于等额本息还款法和等额本金还款法两种还款方式的表述，错误的是____。
A. 采用等额本金还款法比等额本息还款法合算
B. 等额本息还款法是每月以相等的额度偿还贷款本息
C. 等额本金还款法是指在贷款期内每月等额偿还贷款本金，贷款利息逐月递减
D. 从银行的角度来讲，等额本金还款法的还本速度比较快，风险比等额本息还款法小
",A. 采用等额本金还款法比等额本息还款法合算,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"以下业务中属于商业银行表外业务的是____。
A. 结算业务
B. 信托业务
C. 承诺业务
D. 代理业务
",C. 承诺业务,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"一个寻租行为发生的例子是____。
A. 一家公司设法增加在自己所有的财产上收取租金
B. 公司投入资源去劝说政府阻止新公司进入它的行业
C. 政府设法找出一家公司垄断租金的大小
D. 政府设法剥夺一家公司的垄断租金
",B. 公司投入资源去劝说政府阻止新公司进入它的行业,以下是中国关于微观经济学考试的单项选择题，请选出其中的正确答案。
"甲公司2013年实现税后利润1000万元，2013年年初未分配利润为200万元。公司按10$\%$提取法定盈余公积。预计2014年需要新增投资资本500万元。目标资本结构（债务/权益）为4/6。公司执行剩余股利分配政策，2013年可分配现金股利____万元。
A. 700
B. 800
C. 900
D. 600
",A. 700,以下是中国关于财务管理学考试的单项选择题，请选出其中的正确答案。
"在规模报酬不变阶段，若劳动的使用量增加5$\%$，而资本的使用量不变，则____。
A. 产出增加5$\%$
B. 产出减少5$\%$
C. 产出的增加少于5$\%$
D. 产出的增加大于5$\%$
",C. 产出的增加少于5$\%$,以下是中国关于微观经济学考试的单项选择题，请选出其中的正确答案。
"关于货币政策有效性问题存在较大的理论分歧，但从理论演变过程来看，其认识经历了____的演变。
A. 无效—有效—无效
B. 有效—无效—有效
C. 无效—有效
D. 有效—无效
",B. 有效—无效—有效,以下是中国关于中央银行学考试的单项选择题，请选出其中的正确答案。
"马克思指出，不论财富的社会的形式如何，使用价值总是构成财富的物质的内容，而价值则是凝结在商品中无差别的一般人类劳动。商品价值的实质是____。
A. 凝结在商品中的资本与劳动的雇佣关系
B. 通过交换满足他人需要 
C. 构成财富的物质的内容
D. 凝结在商品中的无差别的一般的人类劳动
",D. 凝结在商品中的无差别的一般的人类劳动,以下是中国关于政治经济学考试的单项选择题，请选出其中的正确答案。
"技术分析方法长期以来一直是投资决策的____。
A. 核心工具
B. 辅助工具
C. 关键工具
D. 主要工具
",B. 辅助工具,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"现行证券交易印花税收入在中央政府与地方政府之间划分的比例是____。
A. 100$\%$归中央政府
B. 100$\%$归地方政府
C. 中央政府与地方政府各分享 50$\%$
D. 中央政府分享 97$\%$，地方政府分享 3$\%$
",A. 100$\%$归中央政府,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"人身保险的保险标的是人的生命和身体。与财产保险不同，要求人身保险的保险利益的存在时间是____。
A. 必须在保险合同订立时存在
B. 必须在保险事故发生时存在
C. 必须在保险合同期届满时存在
D. 必须在保险合同订立到保险事故发生的全过程中存在
",A. 必须在保险合同订立时存在,以下是中国关于保险学考试的单项选择题，请选出其中的正确答案。
"信息技术可以提高被审计单位内部控制的效率和效果，主要体现在以下____方面。
A. 不恰当的人为干预
B. 未经授权改变主文档的数据
C. 所依赖的系统或程序不能正确处理数据
D. 降低控制被规避的风险
",D. 降低控制被规避的风险,以下是中国关于审计学考试的单项选择题，请选出其中的正确答案。
"在期货交易中____是会员单位对每笔新开仓交易必须交纳的保证金。
A. 基础保证金
B. 初始保证金
C. 追加保证金
D. 变更追加保证金
",B. 初始保证金,以下是中国关于金融工程学考试的单项选择题，请选出其中的正确答案。
"某人将1000元存入银行,银行的年利率为10$\%$,按复利计算,则4年后此人可从银行取出____元。
A. 1200
B. 1464
C. 1350
D. 1400
",B. 1464,以下是中国关于公司金融学考试的单项选择题，请选出其中的正确答案。
"下列选项中，与新增流动资金贷款额度无关的内容是____。
A. 营运资金量B.借款人自有资金C.现有流动资金贷款D.平均存货余额
B. 借款人自有资金
C. 现有流动资金贷款
D. 平均存货余额
",D. 平均存货余额,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"国际重复征税产生的根本原因是____。
A. 纳税人所得或收益的国际化
B. 各国所得税制的普遍化
C. 各国行使的税收管辖权的重叠
D. 货币结算的普及化
",C. 各国行使的税收管辖权的重叠,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"根据国际上公认的看法，一国的偿债率（当年还本付息额占当年商品与劳务出口收入的比率）一般不应超过____。
A. 100$\%$
B. 50$\%$
C. 20$\%$
D. 8$\%$
",C. 20$\%$,以下是中国关于中央银行学考试的单项选择题，请选出其中的正确答案。
"关于私人银行业务的说法错误的是____。
A. 私人银行业务的客户等级最高，服务种类最齐全
B. 私人银行业务的服务对象主要是高净值客户
C. 私人银行业务面向所有客户提供基础性服务
D. 私人银行业务的个性化服务的特色强
",C. 私人银行业务面向所有客户提供基础性服务,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"经营活动现金流量可以用不同方法在现金流量表中列报，其中以净利润为起算点并以现金流量表附注形式予以披露的方法是____。
A. 直接法
B. 工作底稿法
C. 间接法
D. T型账户法
",C. 间接法,以下是中国关于中国精算师考试的单项选择题，请选出其中的正确答案。
"已知某种商品的价格在1985年是20美元，在1987年是24美元，如果以1985年为100，1987年这种商品的价格指数是____。
A. 0.2
B. 1.2
C. 1.04
D. 1.02
",B. 1.2,以下是中国关于宏观经济学考试的单项选择题，请选出其中的正确答案。
"劳动力商品是马克思主义政治经济学的一个重要范畴，马克思关于劳动力商品特殊性的论断为剩余价值理论和劳动价值论奠定了科学的基础。与一般商品相比，劳动力商品最突出的特点是____。
A. 具有使用价值和价值
B. 使用价值是价值的源泉
C. 使用价值息货币转化为资本的前提条件
D. 使用价值是劳动力成为商品的前提条件
",B. 使用价值是价值的源泉,以下是中国关于政治经济学考试的单项选择题，请选出其中的正确答案。
"下列属于金融机构所具有的主要职能是____。
A. 金融服务
B. 创造信用工具
C. 管理人民币流通
D. 支付中介
",C. 管理人民币流通,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"下列各项中，税务行政复议不是税务行政诉讼必经前置程序的有____。
A. 税务机关确定纳税人的纳税期限引起的税务争议
B. 税务机关不予依法免税、退税引起的税务争议
C. 税务机关不予减税引起的争议
D. 税务机关的税收保全措施引起的税务争议
",D. 税务机关的税收保全措施引起的税务争议,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"N运动鞋不仅质量好，款式设计也非常新颖，在消费者心中树立了高端、新潮的品牌形象，受到了年轻人的追捧和喜爱，使得一些潜在进入者很难获得新的市场份额。上述资料表明会影响潜在进入者的进入威胁的是____。
A. 规模经济
B. 进入对方领域
C. 现有企业的市场优势
D. 现有企业对关键资源的控制
",C. 现有企业的市场优势,以下是中国关于公司战略与风险管理考试的单项选择题，请选出其中的正确答案。
"下列关于申请个人商用房贷款时借款人须具备的条件表述中，错误的是____。
A. 具有良好的信用记录和还款意愿
B. 具有稳定的收入来源和按时足额偿还贷款本息的能力
C. 已支付所购商用房市场价值30$\%$以上的首付款
D. 具有完全民事行为能力的自然人
",C. 已支付所购商用房市场价值30$\%$以上的首付款,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"下列____不是基金的主要利润来源。
A. 利息收入
B. 投资收益
C. 资本公积
D. 其他收入
",C. 资本公积,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
