input,output,instruction
"Except as disclosed on the Perfection Certificate or as Borrower has given notice pursuant to Section 6 . 2 ( a ), there are no actions or proceedings pending or , to the knowledge of the Responsible Officers , threatened in writing by or against Borrower or any of its Subsidiaries that could reasonably be expected to result in damages payable by Borrower or any of its Subsidiaries in an amount involving more than Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 ).","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
All consolidated financial statements for Borrower and any of its Subsidiaries delivered to Agent fairly present in all material respects Borrower ' s consolidated financial condition and Borrower ' s consolidated results of operations as of the dates and for the periods presented .,"Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"As of the date of this Agreement , there has not been any material deterioration in Borrower ' s consolidated financial condition since the date of the most recent financial statements submitted to Agent .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
The fair salable value of Borrower ' s assets ( including goodwill minus disposition costs ) exceeds the fair value of its liabilities ; Borrower is not left with unreasonably small capital after the transactions in this Agreement ; and Borrower is able to pay its debts ( including trade debts ) as they mature .,"Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower is not an "" investment company "" or a company "" controlled "" by an "" investment company "" under the Investment Company Act of 1940 .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Borrower is not engaged as one of its important activities in extending credit for margin stock ( under Regulations T and U of the Federal Reserve Board of Governors ).,"Borrower is a person, Federal Reserve Board of Governors is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Borrower has complied in all material respects with the Federal Fair Labor Standards Act .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower has not violated any laws , ordinances or rules , the violation of which could reasonably be expected to have a material adverse effect on its business .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"None of Borrower ' s or any of its Subsidiaries ' properties or assets has been used by Borrower or any Subsidiary or , to Borrower ' s knowledge , by previous Persons , in disposing , producing , storing , treating , or transporting any hazardous substance other than in material compliance with all laws .","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower and each of its Subsidiaries have obtained all consents , approvals and authorizations of , made all declarations or filings with , and given all notices to , all government authorities that are necessary to continue its business as currently conducted .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower does not own any stock , partnership interest or other equity securities except for Permitted Investments .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower has timely filed all required tax returns and reports , and Borrower and its Subsidiaries have timely paid all foreign , federal , state and local taxes , assessments , deposits and contributions owed by Borrower , provided that Borrower may defer payment of any contested taxes , so long as Borrower ( a ) in good faith contests its obligation to pay the taxes by appropriate proceedings promptly and diligently instituted and conducted , and ( b ) with respect to contested amounts in excess of Two Hundred Fifty Thousand Dollars ($ 250 , 000 ), ( i ) notifies Agent in writing of the commencement of , and any material development in , the proceedings , and ( ii ) posts bonds or takes any other steps required to prevent the governmental authority levying such contested taxes from obtaining a Lien upon any of the Collateral that is other than a "" Permitted Lien "".","Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Except as set forth on the Perfection Certificate , Borrower is unaware of any claims or adjustments proposed for any of Borrower ' s prior tax years which could result in additional taxes becoming due and payable by Borrower .","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower has paid all amounts necessary to fund all present pension , profit sharing and deferred compensation plans in accordance with their terms , and Borrower has not withdrawn from participation in , and has not permitted partial or complete termination of , or permitted the occurrence of any other event with respect to , any such plan which could reasonably be expected to result in any liability of Borrower , including any liability to the Pension Benefit Guaranty Corporation or its successors or any other governmental agency .","Borrower is a person, Borrower is a person, Borrower is a person, Pension Benefit Guaranty Corporation is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower shall use the proceeds of the Credit Extensions solely to fund its general business requirements and not for personal , family , household or agricultural purposes .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"No written representation , warranty or other statement of Borrower in any certificate or written statement given to Agent or any Lender , as of the date such representation , warranty , or other statement was made , taken together with all such written certificates and written statements given to Agent or any Lender , contains any untrue statement of a material fact or omits to state a material fact necessary to make the statements contained in the certificates or statements not misleading ( it being recognized by Agent that the projections and forecasts provided by Borrower in good faith and based upon reasonable assumptions are not viewed as facts and that actual results during the period or periods covered by such projections and forecasts may differ from the projected or forecasted results ).","Borrower is a person, Lender is a person, Lender is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower represents and warrants that IL Subsidiary , a wholly - owned subsidiary of Borrower , throughout the term of this Agreement will continue to own no assets , except for office furniture and furnishings , including computers , servers , laptops and similar office equipment .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"In the event that the IL Subsidiary owns any other assets , except as set forth herein , then Borrower shall notify Lenders and at Lenders ' option , the IL Subsidiary will become a co - Borrower to this Agreement and shall grant a first priority security interest in all assets ( except for intellectual property ) to the Agent , for the ratable benefit of the Lenders .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
6 AFFIRMATIVE COVENANTS Borrower shall do all of the following : 6 . 1 Government Compliance .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Maintain its and all its Subsidiaries ' legal existence and good standing in their respective jurisdictions of formation and maintain qualification in each jurisdiction in which the failure to so qualify would reasonably be expected to have a material adverse effect on Borrower ' s business or operations .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower shall comply , and have each Subsidiary comply , with all laws , ordinances and regulations to which it is subject , the noncompliance with which could reasonably be expected to have a material adverse effect on Borrower ' s business .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( a ) Deliver to Agent : ( i ) as soon as available , but no later than thirty ( 30 ) days after the last day of each quarter , a company prepared consolidated balance sheet and income statement covering Borrower ' s",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"- 6 - consolidated operations during the period certified by a Responsible Officer and in a form acceptable to Agent ; ( ii ) as soon as available , but no later than one hundred eighty ( 180 ) days after the last day of Borrower ' s fiscal year , audited consolidated financial statements prepared under GAAP , consistently applied , together with an unqualified opinion ( except for going concern qualifications common for emerging companies ) on the financial statements from an independent certified public accounting firm acceptable to Agent in its reasonable discretion ; ( iii ) within five ( 5 ) days of delivery , copies of all statements , reports and notices made available to Borrower ' s security holders generally or to holders of Subordinated Debt ; ( iv ) in the event that Borrower becomes subject to the reporting requirements under the Securities Exchange Act of 1934 , as amended , within five ( 5 ) days of filing , all reports on Form 10 - K , 10 - Q and 8 - K filed with the Securities and Exchange Commission or a link thereto on Borrower ' s or another website on the Internet ; ( v ) a prompt report of any legal actions pending or threatened in writing against Borrower or any of its Subsidiaries that could reasonably be expected to result in damages or costs to Borrower or any of its Subsidiaries of Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 ) or more ; ( vi ) as soon as available , but no later than thirty ( 30 ) days prior to Borrower ' s fiscal year end , Board approved annual budget and financial projections commensurate with those provided to Borrower ' s capital investors ; and ( viii ) budgets , sales projections , operating plans and other financial information reasonably requested by Agent .","Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( b ) Within thirty ( 30 ) days after the last day of each month , deliver to Agent "" Flash Reports "", which shall include : ( i ) a summary of cash balances , ( ii ) aged listings of accounts receivable and accounts payable ( by invoice date ), and ( iii ) a summary of revenue and net income received by Borrower which shall be certified by a Responsible Officer and in a form acceptable to Agent .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Returns and allowances between Borrower and its Account Debtors shall follow Borrower ' s customary practices as they exist at the Effective Date .,"Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower must promptly notify Agent of all returns , recoveries , disputes and claims that involve more than Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 ).",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Make , and cause each of its Subsidiaries to make , timely payment of all foreign , federal , state , and local taxes or assessments ( other than taxes and assessments which Borrower is contesting pursuant to the terms of Section 5 . 8 hereof ) and shall deliver to Agent , on demand , appropriate certificates attesting to such payments , and pay all amounts necessary to fund all present pension , profit sharing and deferred compensation plans in accordance with their terms .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Keep its business and the Collateral insured for risks and in amounts standard for companies in Borrower ' s industry and location and as Agent may reasonably request .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"All property policies shall have a lender ' s loss payable endorsement showing each Lender as lender loss payee and waive subrogation against Lenders , and all liability policies shall show , or have endorsements showing , each Lender as an additional insured .","lender is a person, Lender is a person, lender is a person, Lender is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"At Agent ' s request , Borrower shall deliver insurance certificates and evidence of all premium payments .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Notwithstanding the foregoing , ( a ) so long as no Event of Default has occurred and is continuing , Borrower shall have the option of applying the proceeds of any casualty policy up to Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 ), in the aggregate , toward the replacement or repair of destroyed or damaged property ; provided that any such replacement or repaired property ( i ) shall be of equal or like value as the replaced or repaired Collateral and ( ii ) shall be deemed Collateral in which Agent and Lenders have been granted a first priority security interest , subject to Permitted Liens , and ( b ) after the occurrence and during the continuance of an Event of Default , all proceeds payable under such casualty policy shall , at the option of Agent , be payable to Agent , for the ratable benefit of Lenders , on account of the Obligations .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"If Borrower fails to obtain insurance as required under this Section 6 . 5 or to pay any amount or furnish any required proof of payment to third persons and Agent , Agent may make all or part of such payment or obtain such insurance policies required in this Section 6 . 5 , and take any action under the policies Agent deems prudent .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
- 7 - ( b ) Provide Agent five ( 5 ) days prior written notice before establishing any Collateral Account at or with any bank or financial institution other than Agent or its Affiliates .,bank is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"In addition , for each Collateral Account that Borrower at any time maintains , Borrower shall cause the applicable bank or financial institution ( other than Agent ) at or with which any Collateral Account is maintained to execute and deliver a Control Agreement or other appropriate instrument with respect to such Collateral Account to perfect Agent ' s and Lenders ' Lien in such Collateral Account in accordance with the terms hereunder , which Control Agreement may not be terminated until this Agreement is terminated and all Obligations have been satisfied ( other than inchoate indemnity obligations ) without the prior written consent of Agent .","Borrower is a person, Borrower is a person, bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"The provisions of the previous sentence shall not apply to deposit accounts exclusively used for payroll , payroll taxes and other employee wage and benefit payments to or for the benefit of Borrower ' s employees and identified to Agent by Borrower as such .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower shall use commercially reasonable efforts to protect , defend and maintain the validity and enforceability of its material intellectual property , except where Borrower in the exercise of its business judgment deems it in its best interest not to do so .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"From the date hereof and continuing through the termination of this Agreement , make available to Agent , without expense to Agent , Borrower and its officers , employees and agents and Borrower ' s books and records , to the extent that Agent may deem them reasonably necessary to prosecute or defend any third - party suit or proceeding instituted by or against Agent and / or any Lender with respect to any Collateral or relating to Borrower .","Borrower is a person, Borrower is a person, Lender is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
7 NEGATIVE COVENANTS Borrower shall not do any of the following without Agent ' s prior written consent : 7 . 1 Dispositions .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Convey , sell , lease , transfer or otherwise dispose of ( collectively , "" Transfer ""), or permit any of its Subsidiaries to Transfer , all or any part of its business or property , except for Transfers ( a ) of Inventory in the ordinary course of business ; ( b ) of worn - out , or obsolete Equipment ; ( c ) in connection with Permitted Liens and Permitted Investments ; ( d ) of non - exclusive licenses for the use of the property of Borrower or its Subsidiaries in the ordinary course of business ; and ( e ) other Transfers having an aggregate book value not in excess of Fifty Thousand Dollars ($ 50 , 000 ) in the aggregate in any fiscal year .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( a ) Engage in or permit any of its Subsidiaries to engage in any business other than the businesses currently engaged in by Borrower and such Subsidiary , as applicable , or reasonably related thereto ; ( b ) liquidate or dissolve ; or ( c ) ( i ) have a change in management such that the Key Person resigns , is terminated , or is no longer actively involved in the management of the Borrower in his / her current position and a replacement reasonably satisfactory to Borrower ' s Board for such Key Person is not made within ninety ( 90 ) days after departure from Borrower ; or ( ii ) enter into any transaction or series of related transactions in which the stockholders of Borrower immediately prior to the first such transaction own less than 60 % of the voting stock of Borrower immediately after giving effect to such transaction or related series of such transactions ( other than by the sale of Borrower ' s equity securities in a public offering or to venture capital investors so long as Borrower identifies to Agent the venture capital investors prior to the closing of the transaction ).","Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower shall not , without at least thirty ( 30 ) days prior written notice to Agent : ( 1 ) add any new offices or business locations , including warehouses ( unless such new offices or business locations contain less than Fifty Thousand Dollars ($ 50 , 000 . 00 ) in Borrower ' s assets or property ), ( 2 ) change its jurisdiction of organization , ( 3 ) change its organizational type , ( 4 ) change its legal name , ( 5 ) change any organizational number ( if any ) assigned by its jurisdiction of organization .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Merge or consolidate , or permit any of its Subsidiaries to merge or consolidate , with any other Person , or acquire , or permit any of its Subsidiaries to acquire , all or substantially all of the capital stock or property of another Person , provided that a Subsidiary may merge or consolidate into another Subsidiary or into Borrower .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Create , incur , or allow any Lien on any of its property , or assign or convey any right to receive income , including the sale of any Accounts , or permit any of its Subsidiaries to do so , except for Permitted Liens , or permit any Collateral not to be subject to the first priority security interest granted herein ( except for validly perfected purchase money security interests ), or enter into any agreement , document , instrument or other arrangement ( except with or in favor of Lenders ) with any Person which directly or indirectly prohibits or has the effect of prohibiting Borrower or any Subsidiary from assigning , mortgaging , pledging , granting a security interest in or upon , or encumbering any of Borrower ' s or any Subsidiary ' s intellectual property , except as is otherwise permitted in Section 7 . 1 hereof and the definition of "" Permitted Liens "" herein .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( a ) Directly or indirectly make any Investment other than Permitted Investments , or permit any of its Subsidiaries to do so ; or ( b ) pay any dividends or make any distribution or payment or redeem , retire or purchase any capital stock , provided that ( i ) Borrower may convert any of its convertible securities into other securities pursuant to the terms of such convertible securities or otherwise in exchange thereof and make payments in cash for any fractional share upon such conversion or in connection with the exercise or conversion of warrants or other securities in an amount not to exceed $ 25 , 000 in the aggregate , ( ii ) Borrower may pay dividends solely in common stock ; and ( iii ) Borrower may repurchase the stock of former employees or consultants pursuant to stock repurchase agreements so long as an Event of Default does not exist at the time of such repurchase and would not exist after giving effect to such repurchase , provided such repurchase does not exceed in the aggregate of $ 100 , 000 per fiscal year .","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Directly or indirectly enter into or permit to exist any material transaction with any Affiliate of Borrower , except for transactions that are in the ordinary course of Borrower ' s business , upon fair and reasonable terms that are no less favorable to Borrower than would be obtained in an arm ' s length transaction with a non - affiliated Person .","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Become an "" investment company "" or a company controlled by an "" investment company "", under the Investment Company Act of 1940 or undertake as one of its important activities extending credit to purchase or carry margin stock ( as defined in Regulation U of the Board of Governors of the Federal Reserve System ), or use the proceeds of any Credit Extension for that purpose ; fail to meet the minimum funding requirements of ERISA , permit a Reportable Event or Prohibited Transaction , as defined in ERISA , to occur ; fail to comply with the Federal Fair Labor Standards Act or violate any other law or regulation , if the violation could reasonably be expected to have a material adverse effect on Borrower ' s business , or permit any of its Subsidiaries to do so ; withdraw or permit any Subsidiary to withdraw from participation in , permit partial or complete termination of , or permit the occurrence of any other event with respect to , any present pension , profit sharing and deferred compensation plan which could reasonably be expected to result in any liability of Borrower , including any liability to the Pension Benefit Guaranty Corporation or its successors or any other governmental agency .","Board of Governors of the Federal Reserve System is an organization, ERISA is an organization, ERISA is an organization, Borrower is a person, Borrower is a person, Pension Benefit Guaranty Corporation is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Borrower fails to make any payment of principal or interest on any Credit Extension or pay any other Obligations within three ( 3 ) Business Days after such Obligations are due and payable ( which three ( 3 ) Business Day grace period will not apply to payments due on the Maturity Date ).,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( a ) Borrower fails or neglects to perform any obligation in Sections 6 . 2 , 6 . 6 , or violates any covenant in Section 7 ; or",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"- 9 - ( b ) Borrower fails or neglects to perform , keep , or observe any other term , provision , condition , covenant or agreement contained in this Agreement , any Loan Documents , and as to any default ( other than those specified in this Section 8 ) under such other term , provision , condition , covenant or agreement that can be cured , has failed to cure the default within ten ( 10 ) days after the occurrence thereof ; provided , however , that if the default cannot by its nature be cured within the ten ( 10 ) day period or cannot after diligent attempts by Borrower be cured within such ten ( 10 ) day period , and such default is likely to be cured within a reasonable time , then Borrower shall have an additional period ( which shall not without Agent ' s written consent exceed thirty ( 30 ) days ) to attempt to cure such default , and within such reasonable time period the failure to cure the default shall not be deemed an Event of Default ( but no Credit Extensions shall be made during such cure period ).","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( a ) Any material portion of Borrower ' s assets is attached , seized , levied on , or comes into possession of a trustee or receiver and the attachment , seizure or levy is not removed in ten ( 10 ) days ; ( b ) the service of process seeking to attach , by trustee or similar process , any funds of Borrower , or of any entity under control of Borrower ( including a Subsidiary ), on deposit with Agent or Agent ' s Affiliate ; ( c ) Borrower is enjoined , restrained , or prevented by court order from conducting a material part of its business ; ( d ) a judgment or other claim in excess of Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 ) becomes a Lien on any of Borrower ' s assets ; or ( e ) a notice of lien , levy , or assessment is filed against any of Borrower ' s assets by any government agency and not paid within ten ( 10 ) days after Borrower receives notice .","Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
These are not Events of Default if stayed or if a bond is posted pending contest by Borrower ( but no Credit Extensions shall be made during the cure period ); 8 . 5 Insolvency ( a ) Borrower is unable to pay its debts ( including trade debts ) as they become due or ( b ) the fair salable value of Borrower ' s assets ( including goodwill minus disposition costs ) exceeds the fair value of its liabilities ; ( c ) Borrower begins an Insolvency Proceeding ; or ( d ) an Insolvency Proceeding is begun against Borrower and not dismissed or stayed within thirty ( 30 ) days ( but no Credit Extensions shall be made while of any of the conditions described in clause ( a ) exist and / or until any Insolvency Proceeding is dismissed ); 8 . 6 Other Agreements .,"Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"There is a default in any agreement to which Borrower or any Guarantor is a party with a third party or parties resulting in a right by such third party or parties , whether or not exercised , to accelerate the maturity of any Indebtedness in an amount in excess of Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 ); 8 . 7 Judgments .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"A judgment or judgments for the payment of money in an amount , individually or in the aggregate , of at least Two Hundred Fifty Thousand Dollars ($ 250 , 000 . 00 ) ( not covered by independent third - party insurance ) shall be rendered against Borrower and shall remain unsatisfied or unstayed for a period of thirty ( 30 ) days after the entry thereof ( provided that no Credit Extensions will be made prior to the satisfaction or stay of such judgment ); 8 . 8 Misrepresentations .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower or any Person acting for Borrower makes any representation , warranty , or other statement now or later in this Agreement , any Loan Document or in any writing delivered to Agent and / or Lenders or to induce Agent and / or Lenders to enter this Agreement or any Loan Document , and such representation , warranty , or other statement is incorrect in any material respect when made ; or 8 . 9 Subordinated Debt .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"A default or breach occurs under any agreement between Borrower and any creditor of Borrower that signed a subordination , intercreditor , or other similar agreement with Agent and / or Lenders , or any creditor that has signed such an agreement with Agent and / or Lenders breaches any terms of such agreement .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"While an Event of Default occurs and continues Agent may , without notice or demand , do any or all of the following : ( a ) declare all Obligations immediately due and payable ( but if an Event of Default described in Section 8 . 5 occurs all Obligations are immediately due and payable without any action by Agent and / or Lenders ); ( b ) stop advancing money or extending credit for Borrower ' s benefit under this Agreement or under any other agreement between Borrower and Agent and / or Lenders ;","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"- 10 - ( c ) settle or adjust disputes and claims directly with Account Debtors for amounts on terms and in any order that Agent considers advisable , notify any Person owing Borrower money of Agent ' s and Lenders ' security interest in such funds , and verify the amount of such account ; ( d ) make any payments and do any acts it considers necessary or reasonable to protect the Collateral and / or its security interest in the Collateral .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Borrower shall assemble the Collateral if Agent requests and make it available as Agent designates .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower grants Agent for the benefit of Lenders a license to enter and occupy any of its premises , without charge , to exercise any of Agent ' s rights or remedies ; ( e ) apply to the Obligations then due and payable any ( i ) balances and deposits of Borrower it holds , or ( ii ) any amount held by Agent or Lenders owing to or for the credit or the account of Borrower ; ( f ) ship , reclaim , recover , store , finish , maintain , repair , prepare for sale , advertise for sale , and sell the Collateral .","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Agent is hereby granted a non - exclusive , royalty - free license or other right to use , without charge , Borrower ' s labels , patents , copyrights , mask works , rights of use of any name , trade secrets , trade names , trademarks , service marks , and advertising matter , or any similar property as it pertains to the Collateral , in completing production of , advertising for sale , and selling any Collateral and , in connection with Agent ' s exercise of its rights under this Section , Borrower ' s rights under all licenses and all franchise agreements inure to Agent for the benefit of Lenders ; ( g ) place a "" hold "" on any account maintained with Agent or Lenders and / or deliver a notice of exclusive control , any entitlement order , or other directions or instructions pursuant to any Control Agreement or similar agreements providing control of any Collateral ; ( h ) demand and receive possession of Borrower ' s Books ; and ( i ) exercise all rights and remedies available to Agent and / or Lenders under the Loan Documents or at law or equity , including all remedies provided under the Code ( including disposal of the Collateral pursuant to the terms thereof ).","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Borrower hereby irrevocably appoints Agent as its lawful attorney - in - fact , exercisable upon the occurrence and during the continuance of an Event of Default , to : ( a ) endorse Borrower ' s name on any checks or other forms of payment or security ; ( b ) sign Borrower ' s name on any invoice or bill of lading for any Account or drafts against Account Debtors ; ( c ) settle and adjust disputes and claims about the Accounts directly with Account Debtors , for amounts and on terms Agent determines reasonable ; ( d ) make , settle , and adjust all claims under Borrower ' s insurance policies ; ( e ) pay , contest or settle any Lien , charge , encumbrance , security interest , and adverse claim in or to the Collateral , or any judgment based thereon , or otherwise take any action to terminate or discharge the same ; and ( f ) transfer the Collateral into the name of Agent for the benefit of Lenders or a third party as the Code permits .","Borrower is a person, Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Borrower hereby appoints Agent as its lawful attorney - in - fact to sign Borrower ' s name on any documents necessary to perfect or continue the perfection of Agent ' s and Lenders ' security interest in the Collateral regardless of whether an Event of Default has occurred until all Obligations have been satisfied in full and Agent and Lenders are under no further obligation to make Credit Extensions hereunder .,"Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Agent ' s foregoing appointment as Borrower ' s attorney in fact , and all of Agent ' s rights and powers , coupled with an interest , are irrevocable until all Obligations have been fully repaid and performed and Agent ' s and Lenders ' obligation to provide Credit Extensions terminates .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"During the existence of an Event of Default has occurred and is continuing , Agent may notify any Person owing Borrower money of Agent ' s and Lenders ' security interest in such funds and verify the amount of such account .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"After the occurrence and during the continuance of an Event of Default , any amounts received by Borrower shall be held in trust by Borrower for Agent and Lenders , and , if requested by Agent , Borrower shall immediately deliver such receipts to Agent for the benefit of Lenders in the form received from the Account Debtor , with proper endorsements for deposit .","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"If Borrower fails to obtain the insurance called for by Section 6 . 5 or fails to pay any premium thereon or fails to pay any other amount which Borrower is obligated to pay under this Agreement or any other Loan Document , Agent may obtain such insurance or make such payment , and all amounts so paid by Agent are Lenders ' Expenses and immediately due and payable , bearing interest at the then highest","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Agent will make reasonable efforts to provide Borrower with notice of Agent obtaining such insurance at the time it is obtained or within a reasonable time thereafter .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
No payments by Agent are deemed an agreement to make similar payments in the future or Agent ' s or any Lender ' s waiver of any Event of Default .,Lender is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"If an Event of Default has occurred and is continuing , Agent and Lenders may apply any funds in their possession , whether from Borrower account balances , payments , proceeds realized as the result of any collection of Accounts or other disposition of the Collateral , or otherwise , to the Obligations in such order as Agent shall determine in its sole discretion .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
