input,output,instruction
"As provided in the Throughput Agreement and the Agreement Regarding 2003 Brink ' s Bonds , dated as of August 15 , 2003 , among the Company , the Partners and Pittston Terminal , all of the Company ' s obligations with respect to the Bonds are payable solely from payments received by the Company from Pittston Terminal pursuant to the Throughput Agreement and Pittston Terminal shall act as the agent of the Company for purposes of making certain Company decisions relating to the Bonds .",organization,"Examine the input text to classify the entity type of 'Pittston Terminal'.
Options: location, person, organization"
"As provided in the Throughput Agreement and the Agreement Regarding 2003 Brink ' s Bonds , dated as of August 15 , 2003 , among the Company , the Partners and Pittston Terminal , all of the Company ' s obligations with respect to the Bonds are payable solely from payments received by the Company from Pittston Terminal pursuant to the Throughput Agreement and Pittston Terminal shall act as the agent of the Company for purposes of making certain Company decisions relating to the Bonds .",organization,"Scrutinize the input sentence to define the entity type of 'Pittston Terminal'.
Options: person, location, organization"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"What is the entity type of 'PENINSULA PORTS AUTHORITY' in the input sentence.
Options: location, person, organization"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"With the input text as context, identify the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: location, person, organization"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Using the input sentence as a reference, analyze and specify the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: organization, location, person"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"In the context of the input sentence, examine and categorize the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: person, location, organization"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Utilize the input text as context to explore and ascertain the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: person, organization, location"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Leverage the input sentence to evaluate and define the entity type for 'PENINSULA PORTS AUTHORITY'.
Options: organization, person, location"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Considering the input sentence as context, inspect and classify the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: organization, person, location"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: organization, location, person"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Interpreting the input sentence as context, specify the entity type for 'PENINSULA PORTS AUTHORITY'.
Options: organization, location, person"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Assessing the input sentence as context, label the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: person, organization, location"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"In the input sentence, determine the entity type for 'PENINSULA PORTS AUTHORITY'.
Options: location, person, organization"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Within the input text, identify the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: location, person, organization"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Analyze the input sentence to find the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: organization, person, location"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Check the input sentence for the entity type associated with 'PENINSULA PORTS AUTHORITY'.
Options: organization, person, location"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Explore the input sentence to ascertain the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: organization, person, location"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Examine the input text to classify the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: person, location, organization"
PENINSULA PORTS AUTHORITY OF VIRGINIA,organization,"Scrutinize the input sentence to define the entity type of 'PENINSULA PORTS AUTHORITY'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"What is the entity type of 'Yancey' in the input sentence.
Options: location, person, organization"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"With the input text as context, identify the entity type of 'Yancey'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Using the input sentence as a reference, analyze and specify the entity type of 'Yancey'.
Options: person, organization, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"In the context of the input sentence, examine and categorize the entity type of 'Yancey'.
Options: organization, person, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Utilize the input text as context to explore and ascertain the entity type of 'Yancey'.
Options: person, organization, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Leverage the input sentence to evaluate and define the entity type for 'Yancey'.
Options: organization, person, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Considering the input sentence as context, inspect and classify the entity type of 'Yancey'.
Options: organization, person, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Yancey'.
Options: location, organization, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Interpreting the input sentence as context, specify the entity type for 'Yancey'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Assessing the input sentence as context, label the entity type of 'Yancey'.
Options: person, location, organization"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"In the input sentence, determine the entity type for 'Yancey'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Within the input text, identify the entity type of 'Yancey'.
Options: location, organization, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Analyze the input sentence to find the entity type of 'Yancey'.
Options: person, location, organization"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Check the input sentence for the entity type associated with 'Yancey'.
Options: organization, person, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Explore the input sentence to ascertain the entity type of 'Yancey'.
Options: location, person, organization"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Examine the input text to classify the entity type of 'Yancey'.
Options: person, organization, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Scrutinize the input sentence to define the entity type of 'Yancey'.
Options: location, organization, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"What is the entity type of 'Yancey' in the input sentence.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"With the input text as context, identify the entity type of 'Yancey'.
Options: person, location, organization"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Using the input sentence as a reference, analyze and specify the entity type of 'Yancey'.
Options: organization, person, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"In the context of the input sentence, examine and categorize the entity type of 'Yancey'.
Options: organization, person, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Utilize the input text as context to explore and ascertain the entity type of 'Yancey'.
Options: person, organization, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Leverage the input sentence to evaluate and define the entity type for 'Yancey'.
Options: location, organization, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Considering the input sentence as context, inspect and classify the entity type of 'Yancey'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Yancey'.
Options: organization, person, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Interpreting the input sentence as context, specify the entity type for 'Yancey'.
Options: person, organization, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Assessing the input sentence as context, label the entity type of 'Yancey'.
Options: organization, person, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"In the input sentence, determine the entity type for 'Yancey'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Within the input text, identify the entity type of 'Yancey'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Analyze the input sentence to find the entity type of 'Yancey'.
Options: location, organization, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Check the input sentence for the entity type associated with 'Yancey'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Explore the input sentence to ascertain the entity type of 'Yancey'.
Options: person, organization, location"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Examine the input text to classify the entity type of 'Yancey'.
Options: organization, location, person"
By : / s / Robert E . Yancey ----------------------------------------- Chairman,person,"Scrutinize the input sentence to define the entity type of 'Yancey'.
Options: person, organization, location"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"What is the entity type of 'DOMINION TERMINAL ASSOCIATES' in the input sentence.
Options: person, location, organization"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"With the input text as context, identify the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: person, location, organization"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Using the input sentence as a reference, analyze and specify the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: location, person, organization"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"In the context of the input sentence, examine and categorize the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: organization, location, person"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Utilize the input text as context to explore and ascertain the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: organization, person, location"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Leverage the input sentence to evaluate and define the entity type for 'DOMINION TERMINAL ASSOCIATES'.
Options: location, organization, person"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Considering the input sentence as context, inspect and classify the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: organization, person, location"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: location, person, organization"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Interpreting the input sentence as context, specify the entity type for 'DOMINION TERMINAL ASSOCIATES'.
Options: location, person, organization"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Assessing the input sentence as context, label the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: location, organization, person"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"In the input sentence, determine the entity type for 'DOMINION TERMINAL ASSOCIATES'.
Options: location, organization, person"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Within the input text, identify the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: location, person, organization"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Analyze the input sentence to find the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: location, organization, person"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Check the input sentence for the entity type associated with 'DOMINION TERMINAL ASSOCIATES'.
Options: organization, location, person"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Explore the input sentence to ascertain the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: organization, location, person"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Examine the input text to classify the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: location, organization, person"
"DOMINION TERMINAL ASSOCIATES , a General Partnership",organization,"Scrutinize the input sentence to define the entity type of 'DOMINION TERMINAL ASSOCIATES'.
Options: person, organization, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"What is the entity type of 'Brinley' in the input sentence.
Options: location, organization, person"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"With the input text as context, identify the entity type of 'Brinley'.
Options: person, organization, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Using the input sentence as a reference, analyze and specify the entity type of 'Brinley'.
Options: location, organization, person"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"In the context of the input sentence, examine and categorize the entity type of 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Utilize the input text as context to explore and ascertain the entity type of 'Brinley'.
Options: person, location, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Leverage the input sentence to evaluate and define the entity type for 'Brinley'.
Options: organization, person, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Considering the input sentence as context, inspect and classify the entity type of 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Interpreting the input sentence as context, specify the entity type for 'Brinley'.
Options: organization, person, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Assessing the input sentence as context, label the entity type of 'Brinley'.
Options: organization, person, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"In the input sentence, determine the entity type for 'Brinley'.
Options: person, location, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Within the input text, identify the entity type of 'Brinley'.
Options: person, organization, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Analyze the input sentence to find the entity type of 'Brinley'.
Options: organization, location, person"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Check the input sentence for the entity type associated with 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Explore the input sentence to ascertain the entity type of 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Examine the input text to classify the entity type of 'Brinley'.
Options: person, location, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Scrutinize the input sentence to define the entity type of 'Brinley'.
Options: organization, person, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"What is the entity type of 'Brinley' in the input sentence.
Options: organization, person, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"With the input text as context, identify the entity type of 'Brinley'.
Options: organization, person, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Using the input sentence as a reference, analyze and specify the entity type of 'Brinley'.
Options: person, location, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"In the context of the input sentence, examine and categorize the entity type of 'Brinley'.
Options: location, organization, person"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Utilize the input text as context to explore and ascertain the entity type of 'Brinley'.
Options: location, organization, person"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Leverage the input sentence to evaluate and define the entity type for 'Brinley'.
Options: organization, person, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Considering the input sentence as context, inspect and classify the entity type of 'Brinley'.
Options: organization, person, location"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Interpreting the input sentence as context, specify the entity type for 'Brinley'.
Options: person, location, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Assessing the input sentence as context, label the entity type of 'Brinley'.
Options: location, organization, person"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"In the input sentence, determine the entity type for 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Within the input text, identify the entity type of 'Brinley'.
Options: location, organization, person"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Analyze the input sentence to find the entity type of 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Check the input sentence for the entity type associated with 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Explore the input sentence to ascertain the entity type of 'Brinley'.
Options: person, location, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Examine the input text to classify the entity type of 'Brinley'.
Options: location, person, organization"
By : / s / Charles E . Brinley ----------------------------------------- President,person,"Scrutinize the input sentence to define the entity type of 'Brinley'.
Options: organization, person, location"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"What is the entity type of 'The Dominion Terminal Associates' in the input sentence.
Options: person, location, organization"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"With the input text as context, identify the entity type of 'The Dominion Terminal Associates'.
Options: location, organization, person"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Using the input sentence as a reference, analyze and specify the entity type of 'The Dominion Terminal Associates'.
Options: person, location, organization"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"In the context of the input sentence, examine and categorize the entity type of 'The Dominion Terminal Associates'.
Options: person, organization, location"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Utilize the input text as context to explore and ascertain the entity type of 'The Dominion Terminal Associates'.
Options: organization, location, person"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Leverage the input sentence to evaluate and define the entity type for 'The Dominion Terminal Associates'.
Options: organization, location, person"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Considering the input sentence as context, inspect and classify the entity type of 'The Dominion Terminal Associates'.
Options: person, location, organization"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'The Dominion Terminal Associates'.
Options: person, location, organization"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Interpreting the input sentence as context, specify the entity type for 'The Dominion Terminal Associates'.
Options: person, organization, location"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Assessing the input sentence as context, label the entity type of 'The Dominion Terminal Associates'.
Options: person, location, organization"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"In the input sentence, determine the entity type for 'The Dominion Terminal Associates'.
Options: person, organization, location"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Within the input text, identify the entity type of 'The Dominion Terminal Associates'.
Options: location, organization, person"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Analyze the input sentence to find the entity type of 'The Dominion Terminal Associates'.
Options: organization, location, person"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Check the input sentence for the entity type associated with 'The Dominion Terminal Associates'.
Options: organization, location, person"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Explore the input sentence to ascertain the entity type of 'The Dominion Terminal Associates'.
Options: organization, person, location"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Examine the input text to classify the entity type of 'The Dominion Terminal Associates'.
Options: person, organization, location"
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,organization,"Scrutinize the input sentence to define the entity type of 'The Dominion Terminal Associates'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"What is the entity type of 'Virginia' in the input sentence.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"With the input text as context, identify the entity type of 'Virginia'.
Options: person, location, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Using the input sentence as a reference, analyze and specify the entity type of 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"In the context of the input sentence, examine and categorize the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Utilize the input text as context to explore and ascertain the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Leverage the input sentence to evaluate and define the entity type for 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Considering the input sentence as context, inspect and classify the entity type of 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Interpreting the input sentence as context, specify the entity type for 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Assessing the input sentence as context, label the entity type of 'Virginia'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"In the input sentence, determine the entity type for 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Within the input text, identify the entity type of 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Analyze the input sentence to find the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Check the input sentence for the entity type associated with 'Virginia'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Explore the input sentence to ascertain the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Examine the input text to classify the entity type of 'Virginia'.
Options: person, organization, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Scrutinize the input sentence to define the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"What is the entity type of 'Virginia' in the input sentence.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"With the input text as context, identify the entity type of 'Virginia'.
Options: person, location, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Using the input sentence as a reference, analyze and specify the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"In the context of the input sentence, examine and categorize the entity type of 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Utilize the input text as context to explore and ascertain the entity type of 'Virginia'.
Options: person, location, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Leverage the input sentence to evaluate and define the entity type for 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Considering the input sentence as context, inspect and classify the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Virginia'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Interpreting the input sentence as context, specify the entity type for 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Assessing the input sentence as context, label the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"In the input sentence, determine the entity type for 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Within the input text, identify the entity type of 'Virginia'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Analyze the input sentence to find the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Check the input sentence for the entity type associated with 'Virginia'.
Options: person, location, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Explore the input sentence to ascertain the entity type of 'Virginia'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Examine the input text to classify the entity type of 'Virginia'.
Options: person, organization, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Scrutinize the input sentence to define the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"What is the entity type of 'Virginia' in the input sentence.
Options: person, organization, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"With the input text as context, identify the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Using the input sentence as a reference, analyze and specify the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"In the context of the input sentence, examine and categorize the entity type of 'Virginia'.
Options: person, organization, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Utilize the input text as context to explore and ascertain the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Leverage the input sentence to evaluate and define the entity type for 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Considering the input sentence as context, inspect and classify the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Interpreting the input sentence as context, specify the entity type for 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Assessing the input sentence as context, label the entity type of 'Virginia'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"In the input sentence, determine the entity type for 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Within the input text, identify the entity type of 'Virginia'.
Options: person, organization, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Analyze the input sentence to find the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Check the input sentence for the entity type associated with 'Virginia'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Explore the input sentence to ascertain the entity type of 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Examine the input text to classify the entity type of 'Virginia'.
Options: person, location, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Scrutinize the input sentence to define the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"What is the entity type of 'Virginia' in the input sentence.
Options: person, organization, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"With the input text as context, identify the entity type of 'Virginia'.
Options: location, organization, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Using the input sentence as a reference, analyze and specify the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"In the context of the input sentence, examine and categorize the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Utilize the input text as context to explore and ascertain the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Leverage the input sentence to evaluate and define the entity type for 'Virginia'.
Options: organization, person, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Considering the input sentence as context, inspect and classify the entity type of 'Virginia'.
Options: person, organization, location"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Virginia'.
Options: organization, location, person"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Interpreting the input sentence as context, specify the entity type for 'Virginia'.
Options: person, location, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"Assessing the input sentence as context, label the entity type of 'Virginia'.
Options: location, person, organization"
"The land on which the facility is located is on the east bank of the James River in Newport News , Virginia .",location,"In the input sentence, determine the entity type for 'Virginia'.
Options: organization, person, location"
