input,output,instruction
refining : swedish researchers melt gold at room temperature,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
refining : swedish researchers melt gold at room temperature,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
refining : swedish researchers melt gold at room temperature,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
refining : swedish researchers melt gold at room temperature,Yes,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
refining : swedish researchers melt gold at room temperature,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
refining : swedish researchers melt gold at room temperature,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Gold prices settle slightly higher after three-session decline,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold falls modestly, ending 3-day winning streak",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,Yes,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
bank of mexico buys 100 tons of gold in two months,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"Dec. gold settles at $1,288.90/oz, down $4.90, or 0.4%",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Gold falls from 3-1/2-month high,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",Yes,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"Gold, Silver may trade negative today: Angel Commodities",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,Yes,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold customs duty hike modestly positive for titan: deutsche bank,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,Yes,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,Yes,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,Yes,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Expect Gold to trade sideways: Sushil Finance,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",Yes,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",Yes,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"Gold slumps on profit booking, silver gains",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
physical : gold investment demand down 23% in 2017,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold resumes backing off from 1,360 as equities slide in thin asia markets",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,Yes,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,Yes,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold futures hold steady ahead of u.s. data,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
asia gold demand sluggish as high prices deter buyers,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"Gold futures gain $8.40, or 0.6%, to settle at $1,357.20/oz",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold traders put off purchases; prices at 3 week high,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Gold prices hit session highs after U.S. PPI data,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold gain in early asia as u.s. jobs data disappoints, trade thin",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"april gold down $9.30, or 0.7%, at $1,332.70 an ounce",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold rate today: gold, silver up in morning trade; should you buy?",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,Yes,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
fifth tranche of sovereign gold bond expected to cross rs 820 crore,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Gold futures prices mark first gain in three sessions,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"techs, gold take down toronto",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
iamgold leads mining shares lower; gold dulls,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
cboe gold index rises 1.7%,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,Yes,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Gold prices to trade lower: Angel Commodities,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",Yes,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"NITI Aayog suggests slashing import duty, GST rate on gold ",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
december gold contract down $3.00 to $641.40,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
december gold contract down $3.00 to $641.40,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
december gold contract down $3.00 to $641.40,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
december gold contract down $3.00 to $641.40,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
december gold contract down $3.00 to $641.40,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
